Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Cervical ultrasonography has no additional value over negative 18F-FDG PET/CT scans for diagnosing cervical lymph node metastases in patients with oesophageal cancer","European Radiology","","","","10.1007/s00330-017-5136-x","Lucas GoenseJihane MezianiPeter S. N. van RossumFrank J. WesselsMarnix G. E. H. LamRichard van HillegersbergJelle P. Ruurda","2017","http://link.springer.com/article/10.1007/s00330-017-5136-x","Article"
"Comparison of diagnostic yield of core-needle and fine-needle aspiration biopsies of thyroid lesions: Systematic review and meta-analysis","European Radiology","","27","1","10.1007/s00330-016-4356-9","Kosma WolinskiAdam StangierskiMarek Ruchala","2017","http://link.springer.com/article/10.1007/s00330-016-4356-9","Article"
"Association between duration of coronary occlusion and high-intensity signal on T1-weighted magnetic resonance imaging among patients with angiographic total occlusion","European Radiology","","27","9","10.1007/s00330-016-4672-0","Kenji MatsumotoShoichi EharaTakao HasegawaMikumo SakaguchiKenei Shimada","2017","http://link.springer.com/article/10.1007/s00330-016-4672-0","Article"
"Diagnosis of diffuse idiopathic skeletal hyperostosis with chest computed tomography: inter-observer agreement","European Radiology","","27","1","10.1007/s00330-016-4355-x","S. F. OudkerkPim A. de JongM. AttrachT. LuijkxC. F. BuckensW. P. Th. M. MaliF. C. OnerD. L. ResnickR. VliegenthartJ. J. Verlaan","2017","http://link.springer.com/article/10.1007/s00330-016-4355-x","Article"
"Haemodynamic changes in hepatocellular carcinoma and liver parenchyma under balloon occlusion of the hepatic artery","European Radiology","","27","6","10.1007/s00330-016-4573-2","Fumie SugiharaSatoru MurataTatsuo UedaDaisuke YasuiHidenori YamaguchiIzumi MikiChiaki KawamotoEiji UchidaShin-ichiro Kumita","2017","http://link.springer.com/article/10.1007/s00330-016-4573-2","Article"
"Advanced non small cell lung cancer: response to microwave ablation and EGFR Status","European Radiology","","27","4","10.1007/s00330-016-4474-4","Zhigang WeiXin YeXia YangGuanghui HuangWenhong LiJiao WangXiaoying HanMin MengYang Ni","2017","http://link.springer.com/article/10.1007/s00330-016-4474-4","Article"
"Comparison of medical-grade and calibrated consumer-grade displays for diagnosis of subtle bone fissures","European Radiology","","27","12","10.1007/s00330-017-4923-8","Daniel Pinto dos SantosJonas WelterTilman EmrichFlorian JungmannEvelyn DappaPeter MildenbergerRoman Kloeckner","2017","http://link.springer.com/article/10.1007/s00330-017-4923-8","Article"
"MRI of endolymphatic hydrops in patients with Meniere’s disease: a case-controlled study with a simplified classification based on saccular morphology","European Radiology","","27","8","10.1007/s00330-016-4701-z","Arnaud AttyéMichael EliezerNaïla BoudiafIrène TropresDavid ChechinSébastien SchmerberGeorges DumasAlexandre Krainik","2017","http://link.springer.com/article/10.1007/s00330-016-4701-z","Article"
"The efficacy of real-time colour Doppler flow imaging on endoscopic ultrasonography for differential diagnosis between neoplastic and non-neoplastic gallbladder polyps","European Radiology","","","","10.1007/s00330-017-5175-3","Su Young KimJae Hee ChoEui Joo KimDong Hae ChungKun Kuk KimYeon Ho ParkYeon Suk Kim","2017","http://link.springer.com/article/10.1007/s00330-017-5175-3","Article"
"Breast MR imaging for the assessment of residual disease following initial surgery for breast cancer with positive margins","European Radiology","","27","11","10.1007/s00330-017-4823-y","Julia KrammerElissa R. PriceMaxine S. JochelsonElizabeth WatsonMelissa P. MurrayStefan O. SchoenbergElizabeth A. Morris","2017","http://link.springer.com/article/10.1007/s00330-017-4823-y","Article"
"Limited accuracy of DCE-MRI in identification of pathological complete responders after chemoradiotherapy treatment for rectal cancer","European Radiology","","27","4","10.1007/s00330-016-4493-1","Marc J. GollubTong TongMartin WeiserJunting ZhengMithat GonenKristen L. Zakian","2017","http://link.springer.com/article/10.1007/s00330-016-4493-1","Article"
"Management for BI-RADS category 3 lesions detected in preoperative breast MR imaging of breast cancer patients","European Radiology","","27","8","10.1007/s00330-016-4721-8","Hye Mi GweonNariya ChoSoo-Yeon KimHye Ryoung KooMirinae SeoAjung ChuEun Ju Son","2017","http://link.springer.com/article/10.1007/s00330-016-4721-8","Article"
"The prognostic value of right ventricular long axis strain in non-ischaemic dilated cardiomyopathies using standard cardiac magnetic resonance imaging","European Radiology","","27","9","10.1007/s00330-016-4729-0","Nisha ArenjaJohannes H. RiffelManuel HalderCharly N. DjiokouThomas FritzFlorian AndreFabian aus dem SiepenThomas ZelnikerBenjamin MederElham KayvanpourGrigorios KorosoglouHugo A. KatusSebastian J. Buss","2017","http://link.springer.com/article/10.1007/s00330-016-4729-0","Article"
"Outcome and CT differentiation of gallbladder neuroendocrine tumours from adenocarcinomas","European Radiology","","27","2","10.1007/s00330-016-4394-3","Tae-Hyung KimSe Hyung KimKyoung Boon LeeJoon Koo Han","2017","http://link.springer.com/article/10.1007/s00330-016-4394-3","Article"
"A meta-analysis of use of Prostate Imaging Reporting and Data System Version 2 (PI-RADS V2) with multiparametric MR imaging for the detection of prostate cancer","European Radiology","","27","12","10.1007/s00330-017-4843-7","Li ZhangMin TangSipan ChenXiaoyan LeiXiaoling ZhangYi Huan","2017","http://link.springer.com/article/10.1007/s00330-017-4843-7","Article"
"Prognostic importance of peritoneal lesion-to-primary tumour standardized uptake value ratio in advanced serous epithelial ovarian cancer","European Radiology","","","","10.1007/s00330-017-5194-0","Hyun Hoon ChungJae-Weon KimNoh-Hyun ParkYong Sang SongGi Jeong Cheon","2017","http://link.springer.com/article/10.1007/s00330-017-5194-0","Article"
"Prognostic significance of contrast-enhanced CT attenuation value in extrahepatic cholangiocarcinoma","European Radiology","","27","6","10.1007/s00330-016-4621-y","Yoshiki AsayamaAkihiro NishieKousei IshigamiYasuhiro UshijimaYukihisa TakayamaDaisuke OkamotoNobuhiro FujitaTakao OhtsukaTomoharu YoshizumiShinichi AishimaYoshinao OdaHiroshi Honda","2017","http://link.springer.com/article/10.1007/s00330-016-4621-y","Article"
"Dual-energy CT of the brain: Comparison between DECT angiography-derived virtual unenhanced images and true unenhanced images in the detection of intracranial haemorrhage","European Radiology","","27","7","10.1007/s00330-016-4658-y","Matteo BonattiFabio LombardoGiulia A. ZamboniPatrizia PernterRoberto Pozzi MucelliGiampietro Bonatti","2017","http://link.springer.com/article/10.1007/s00330-016-4658-y","Article"
"Using ‘swallow-tail’ sign and putaminal hypointensity as biomarkers to distinguish multiple system atrophy from idiopathic Parkinson’s disease: A susceptibility-weighted imaging study","European Radiology","","27","8","10.1007/s00330-017-4743-x","Na WangHuaGuang YangChengBo LiGuoGuang FanXiaoGuang Luo","2017","http://link.springer.com/article/10.1007/s00330-017-4743-x","Article"
"Impact of iterative reconstructions on objective and subjective emphysema assessment with computed tomography: a prospective study","European Radiology","","27","7","10.1007/s00330-016-4641-7","Steve P. MartinJoanna GarianiAnne-Lise HachullaDiomidis BotsikasDan AdlerWolfram KarenovicsChristoph D. BeckerXavier Montet","2017","http://link.springer.com/article/10.1007/s00330-016-4641-7","Article"
"PI-RADS version 2: quantitative analysis aids reliable interpretation of diffusion-weighted imaging for prostate cancer","European Radiology","","27","7","10.1007/s00330-016-4678-7","Sung Yoon ParkSu-Jin ShinDae Chul JungNam Hoon ChoYoung Deuk ChoiKoon Ho RhaSung Joon HongYoung Taik Oh","2017","http://link.springer.com/article/10.1007/s00330-016-4678-7","Article"
"The diagnostic value of high-frequency power-based diffusion-weighted imaging in prediction of neuroepithelial tumour grading","European Radiology","","27","12","10.1007/s00330-017-4899-4","Zhiye ChenPeng ZhouBin LvMengqi LiuYan WangYulin WangXin LouQiuping GuiHuiguang HeLin Ma","2017","http://link.springer.com/article/10.1007/s00330-017-4899-4","Article"
"Volume-based quantification using dual-energy computed tomography in the differentiation of thymic epithelial tumours: an initial experience","European Radiology","","27","5","10.1007/s00330-016-4542-9","Suyon ChangJin HurDong Jin ImYoung Joo SuhYoo Jin HongHye-Jeong LeeYoung Jin KimKyunghwa HanDae Joon KimChang Young LeeHa Young ShinByoung Wook Choi","2017","http://link.springer.com/article/10.1007/s00330-016-4542-9","Article"
"CT measurement of breast glandular tissue and its association with testicular cancer","European Radiology","","27","2","10.1007/s00330-016-4414-3","Eyal KlangNoa RozendornSteve RaskinOrith PortnoyMiri SklairEdith M. MaromEli KonenMichal M. Amitai","2017","http://link.springer.com/article/10.1007/s00330-016-4414-3","Article"
"The effect of blood pressure on non-invasive fractional flow reserve derived from coronary computed tomography angiography","European Radiology","","27","4","10.1007/s00330-016-4541-x","Akira KurataAdriaan CoenenMarisa M. LubbersKoen NiemanTeruhito KidoTomoyuki KidoNatsumi YamashitaKouki WatanabeGabriel P. KrestinTeruhito Mochizuki","2017","http://link.springer.com/article/10.1007/s00330-016-4541-x","Article"
"Endoleak detection after endovascular aneurysm repair using unenhanced MRI with flow suppression technique: Feasibility study in comparison with contrast-enhanced CT","European Radiology","","27","1","10.1007/s00330-016-4315-5","Kensaku MoriTsukasa SaidaFujio SatoYoko UchikawaTakahiro KonishiToshitaka IshiguroTakashi HiyamaSodai HoshiaiYoshikazu OkamotoKatsuhiro NasuManabu Minami","2017","http://link.springer.com/article/10.1007/s00330-016-4315-5","Article"
"Decreased stage migration rate of early gastric cancer with a new reconstruction algorithm using dual-energy CT images: a preliminary study","European Radiology","","27","2","10.1007/s00330-016-4442-z","Cen ShiHuan ZhangJing YanBaisong WangLianjun DuZilai PanFuhua Yan","2017","http://link.springer.com/article/10.1007/s00330-016-4442-z","Article"
"Evaluation of Mayer-Rokitansky-Küster-Hauser syndrome with magnetic resonance imaging: Three patterns of uterine remnants and related anatomical features and clinical settings","European Radiology","","27","12","10.1007/s00330-017-4919-4","Yue WangJingjing LuLan ZhuZhijing SunBo JiangFeng FengZhengyu Jin","2017","http://link.springer.com/article/10.1007/s00330-017-4919-4","Article"
"Advanced CT acquisition protocol with a third-generation dual-source CT scanner and iterative reconstruction technique for comprehensive prosthetic heart valve assessment","European Radiology","","","","10.1007/s00330-017-5163-7","Marguerite E. FaureLaurens E. SwartMarcel L. DijkshoornJos A. BekkersMarcel van StratenKoen NiemanPaul M. ParizelGabriel P. KrestinRicardo P. J. Budde","2017","http://link.springer.com/article/10.1007/s00330-017-5163-7","Article"
"Screening outcome in women repeatedly recalled for the same mammographic abnormality before, during and after the transition from screen-film to full-field digital screening mammography","European Radiology","","27","2","10.1007/s00330-016-4399-y","Rob van BommelAdri C. VoogdMarieke W. LouwmanLuc J. StrobbeDick VenderinkLucien E. M. Duijm","2017","http://link.springer.com/article/10.1007/s00330-016-4399-y","Article"
"Multicenter external validation of two malignancy risk prediction models in patients undergoing 18F-FDG-PET for solitary pulmonary nodule evaluation","European Radiology","","27","5","10.1007/s00330-016-4580-3","Simone PerandiniG. A. SoardiA. R. LariciA. del CielloG. RizzardiA. SolazzoL. MancinoF. ZerajM. BernhartM. SignoriniM. MottonS. Montemezzi","2017","http://link.springer.com/article/10.1007/s00330-016-4580-3","Article"
"Infraorbital nerve involvement on magnetic resonance imaging in European patients with IgG4-related ophthalmic disease: a specific sign","European Radiology","","27","4","10.1007/s00330-016-4481-5","J. Ben SoussanR. DeschampsJ. C. SadikJ. SavatovskyL. DeschampsM. PuttermannM. ZmudaF. HeranO. GalatoireH. PicardA. Lecler","2017","http://link.springer.com/article/10.1007/s00330-016-4481-5","Article"
"Serial assessment of pulmonary lesion volume by computed tomography allows survival prediction in invasive pulmonary aspergillosis","European Radiology","","27","8","10.1007/s00330-016-4717-4","J. J. VehreschildC. P. HeusselA. H. GrollM. J. G. T. VehreschildG. SillingG. WürthweinM. BrechtO. A. Cornely","2017","http://link.springer.com/article/10.1007/s00330-016-4717-4","Article"
"Comparison of C-arm computed tomography and on-site quick cortisol assay for adrenal venous sampling: A retrospective study of 178 patients","European Radiology","","27","12","10.1007/s00330-017-4930-9","Chin-Chen ChangBo-Ching LeeYeun-Chung ChangVin-Cent WuKuo-How HuangKao-Lang Liu","2017","http://link.springer.com/article/10.1007/s00330-017-4930-9","Article"
"PETRA, MSVAT-SPACE and SEMAC sequences for metal artefact reduction in dental MR imaging","European Radiology","","27","12","10.1007/s00330-017-4901-1","Tim HilgenfeldMarcel PragerAlexander HeilFranz Sebastian SchwindlingMathias NittkaDavid GrodzkiPeter RammelsbergMartin BendszusSabine Heiland","2017","http://link.springer.com/article/10.1007/s00330-017-4901-1","Article"
"The Effects of Iodine Attenuation on Pulmonary Nodule Volumetry using Novel Dual-Layer Computed Tomography Reconstructions","European Radiology","","27","12","10.1007/s00330-017-4938-1","A. M. den HarderF. BangertR. W. van HamersveltT. LeinerJulien MillesA. M. R. SchilhamM. J. WilleminkP. A. de Jong","2017","http://link.springer.com/article/10.1007/s00330-017-4938-1","Article"
"Breast dose reduction for chest CT by modifying the scanning parameters based on the pre-scan size-specific dose estimate (SSDE)","European Radiology","","27","6","10.1007/s00330-016-4618-6","Masafumi KidohDaisuke UtsunomiyaSeitaro OdaTakeshi NakauraYoshinori FunamaHideaki YukiKenichiro HirataTomohiro NamimotoDaisuke SakabeMasahiro HatemuraYasuyuki Yamashita","2017","http://link.springer.com/article/10.1007/s00330-016-4618-6","Article"
"DNA damage in lymphocytes induced by cardiac CT and comparison with physical exposure parameters","European Radiology","","27","4","10.1007/s00330-016-4519-8","Wataru FukumotoMari IshidaChiemi SakaiSatoshi TashiroTakafumi IshidaYukiko NakanoFuminari TatsugamiKazuo Awai","2017","http://link.springer.com/article/10.1007/s00330-016-4519-8","Article"
"Applying protein-based amide proton transfer MR imaging to distinguish solitary brain metastases from glioblastoma","European Radiology","","27","11","10.1007/s00330-017-4867-z","Hao YuHuiling LouTianyu ZouXianlong WangShanshan JiangZhongqing HuangYongxing DuChunxiu JiangLing MaJianbin ZhuWen HeQihong RuiJianyuan ZhouZhibo Wen","2017","http://link.springer.com/article/10.1007/s00330-017-4867-z","Article"
"High-resolution T2-weighted cervical cancer imaging: a feasibility study on ultra-high-field 7.0-T MRI with an endorectal monopole antenna","European Radiology","","27","3","10.1007/s00330-016-4419-y","Jacob P. HoogendamIrene M. L. KalleveenCatalina S. Arteaga de CastroAlexander J. E. RaaijmakersRené H. M. VerheijenMaurice A. A. J. van den BoschDennis W. J. KlompRonald P. ZweemerWouter B. Veldhuis","2017","http://link.springer.com/article/10.1007/s00330-016-4419-y","Article"
"ESUR recommendations for MR imaging of the sonographically indeterminate adnexal mass: an update","European Radiology","","27","6","10.1007/s00330-016-4600-3","Rosemarie ForstnerIsabelle Thomassin-NaggaraTeresa Margarida CunhaKaren KinkelGabriele MasselliRahel Kubik-HuchJohn A. SpencerAndrea Rockall","2017","http://link.springer.com/article/10.1007/s00330-016-4600-3","Article"
"Importance of variants in cerebrovascular anatomy for potential retrograde embolization in cryptogenic stroke","European Radiology","","27","10","10.1007/s00330-017-4821-0","Michael MarklEdouard SemaanLeRoy StrombergJames CarrShyam PrabhakaranJeremy Collins","2017","http://link.springer.com/article/10.1007/s00330-017-4821-0","Article"
"MRI findings in men on active surveillance for prostate cancer: does dutasteride make MRI visible lesions less conspicuous? Results from a placebo-controlled, randomised clinical trial","European Radiology","","27","11","10.1007/s00330-017-4858-0","Francesco GigantiCaroline M. MooreNicola L. RobertsonNeil McCartanCharles JamesonSimon R. J. BottMathias WinklerGiulio GambarotaBrandon WhitcherRamiro CastroMark EmbertonClare AllenAlex Kirkham","2017","http://link.springer.com/article/10.1007/s00330-017-4858-0","Article"
"Aortic elasticity indices by magnetic resonance predict progression of ascending aorta dilation","European Radiology","","27","4","10.1007/s00330-016-4501-5","Giovanni Donato AquaroAlessandra Briatico VangosaPatrizia ToiaAndrea BarisonLamia Ait-AliMassimo MidiriAntonio Raffaele CotroneoMichele EmdinPierluigi Festa","2017","http://link.springer.com/article/10.1007/s00330-016-4501-5","Article"
"Multicentre external validation of the BIMC model for solid solitary pulmonary nodule malignancy prediction","European Radiology","","27","5","10.1007/s00330-016-4538-5","Gian Alberto SoardiSimone PerandiniAnna Rita LariciAnnemilia del CielloGiovanna RizzardiAntonio SolazzoLaura MancinoMarco BernhartMassimiliano MottonStefania Montemezzi","2017","http://link.springer.com/article/10.1007/s00330-016-4538-5","Article"
"Non-contrast magnetic resonance imaging for bladder cancer: fused high b value diffusion-weighted imaging and T2-weighted imaging helps evaluate depth of invasion","European Radiology","","27","9","10.1007/s00330-017-4759-2","Minsu LeeSu-Jin ShinYoung Taik OhDae Chul JungNam Hoon ChoYoung Deuk ChoiSung Yoon Park","2017","http://link.springer.com/article/10.1007/s00330-017-4759-2","Article"
"Effect of inversion time on the precision of myocardial late gadolinium enhancement quantification evaluated with synthetic inversion recovery MR imaging","European Radiology","","27","8","10.1007/s00330-016-4665-z","Akos Varga-SzemesRob J. van der GeestU. Joseph SchoepfBruce S. SpottiswoodeCarlo N. De CeccoGiuseppe MuscogiuriJulian L. WichmannStefanie MangoldStephen R. FullerPal Maurovich-HorvatBela MerkelySheldon E. LitwinRozemarijn VliegenthartPal Suranyi","2017","http://link.springer.com/article/10.1007/s00330-016-4665-z","Article"
"The number of unrecognized myocardial infarction scars detected at DE-MRI increases during a 5-year follow-up","European Radiology","","27","2","10.1007/s00330-016-4439-7","Raquel ThemudoLars JohanssonCharlotte Ebeling-BarbierLars LindHåkan AhlströmTomas Bjerner","2017","http://link.springer.com/article/10.1007/s00330-016-4439-7","Article"
"Clinical implications of nonspecific pulmonary nodules identified during the initial evaluation of patients with head and neck squamous cell carcinoma","European Radiology","","27","9","10.1007/s00330-017-4750-y","Minsu KwonSang Hoon LeeYoon Se LeeChoong Wook LeeJong–Lyel RohSeung–Ho ChoiSoon Yuhl NamSang Yoon Kim","2017","http://link.springer.com/article/10.1007/s00330-017-4750-y","Article"
"Systematic evaluation of concomitant extensor tendon sheath injury in patients with distal intra-articular radial fractures in MDCT using the floating fat sign","European Radiology","","27","10","10.1007/s00330-017-4787-y","Amelie von Schneider-EgestorfBernhard MeyerFrank WackerHerbert RosenthalChristian von Falck","2017","http://link.springer.com/article/10.1007/s00330-017-4787-y","Article"
"MRI fused with prone FDG PET/CT improves the primary tumour staging of patients with breast cancer","European Radiology","","27","8","10.1007/s00330-016-4685-8","Maria J. Garcia-VellosoMaria J. RibellesMacarena RodriguezAlejandro Fernandez-MonteroLidia SanchoElena PrietoMarta SantistebanNatalia Rodriguez-SpiteriMiguel A. IdoateFernando Martinez-RegueiraArlette ElizaldeLuis J. Pina","2017","http://link.springer.com/article/10.1007/s00330-016-4685-8","Article"
"Acute effect of static exercise in patients with aortic regurgitation assessed by cardiovascular magnetic resonance: role of left ventricular remodelling","European Radiology","","27","4","10.1007/s00330-016-4520-2","Josep M. AlegretNeus Martinez-MicaeloAndre La GercheLuis Franco-BonafonteFrancisco Rubio-PérezNahum CalvoManuel Montero","2017","http://link.springer.com/article/10.1007/s00330-016-4520-2","Article"
"Renal artery and parenchymal changes after renal denervation: assessment by magnetic resonance angiography","European Radiology","","27","9","10.1007/s00330-017-4770-7","Margreet F. SandersPieter Jan van DoormaalMartine M. A. BeeftinkMichiel L. BotsFadl Elmula M. Fadl ElmulaJesse HabetsFrank HammerPavel HoffmannLotte JacobsPatrick B. MarkAlexandre PersuJean RenkinGiles RoditiWilko SpieringJan A. StaessenAlison H. Taylor","2017","http://link.springer.com/article/10.1007/s00330-017-4770-7","Article"
"Renal cell carcinoma associated with Xp11.2 translocation/TFE gene fusion: imaging findings in 21 patients","European Radiology","","27","2","10.1007/s00330-016-4421-4","Xiao ChenQingqiang ZhuBaoxin LiWenjing CuiHao ZhouNa DuanYongkang LiuVikas KundraZhongqiu Wang","2017","http://link.springer.com/article/10.1007/s00330-016-4421-4","Article"
"CT spectral imaging for monitoring the therapeutic efficacy of VEGF receptor kinase inhibitor AG-013736 in rabbit VX2 liver tumours","European Radiology","","27","3","10.1007/s00330-016-4458-4","Peijie LvJie LiuXiaopeng YanYaru ChaiYan ChenJianbo GaoYuanwei PanShuai LiHua GuoYue Zhou","2017","http://link.springer.com/article/10.1007/s00330-016-4458-4","Article"
"Prediction of invasive breast cancer using shear-wave elastography in patients with biopsy-confirmed ductal carcinoma in situ","European Radiology","","27","1","10.1007/s00330-016-4359-6","Jae Seok BaeJung Min ChangSu Hyun LeeSung Ui ShinWoo Kyung Moon","2017","http://link.springer.com/article/10.1007/s00330-016-4359-6","Article"
"Can We Perform CT of the Appendix with Less Than 1 mSv? A De-escalating Dose-simulation Study","European Radiology","","","","10.1007/s00330-017-5159-3","Ji Hoon ParkJong-June JeonSung Soo LeeAmar C. DhanantwariJi Ye SimHae Young KimKyoung Ho Lee","2017","http://link.springer.com/article/10.1007/s00330-017-5159-3","Article"
"Evolution of posterior fossa and brain morphology after in utero repair of open neural tube defects assessed by MRI","European Radiology","","27","11","10.1007/s00330-017-4807-y","Christin RethmannIanina ScheerMartin MeuliLuca MazzoneUeli MoehrlenChristian Johannes Kellenberger","2017","http://link.springer.com/article/10.1007/s00330-017-4807-y","Article"
"Characterizing amide proton transfer imaging in haemorrhage brain lesions using 3T MRI","European Radiology","","27","4","10.1007/s00330-016-4477-1","Ha-Kyu JeongKyunghwa HanJinyuan ZhouYansong ZhaoYoon Seong ChoiSeung-Koo LeeSung Soo Ahn","2017","http://link.springer.com/article/10.1007/s00330-016-4477-1","Article"
"Diagnostic accuracy of low and high tube voltage coronary CT angiography using an X-ray tube potential-tailored contrast medium injection protocol","European Radiology","","","","10.1007/s00330-017-5150-z","Moritz H. AlbrechtJohn W. NanceU. Joseph SchoepfBrian E. JacobsRichard R. Bayer IISheldon E. LitwinMichael A. ReynoldsKatharina OtaniStefanie MangoldAkos Varga-SzemesDomenico De SantisMarwen EidGeorg ApfaltrerChristian TescheMarkus GoellerThomas J. Vogl","2017","http://link.springer.com/article/10.1007/s00330-017-5150-z","Article"
"Interval lung cancer after a negative CT screening examination: CT findings and outcomes in National Lung Screening Trial participants","European Radiology","","27","8","10.1007/s00330-016-4705-8","David S. GieradaPaul F. PinskyFenghai DuanKavita GargEric M. HartElla A. KazerooniHrudaya NathJubal R. Watts JrDenise R. Aberle","2017","http://link.springer.com/article/10.1007/s00330-016-4705-8","Article"
"Feasibility of vocal fold abduction and adduction assessment using cine-MRI","European Radiology","","27","2","10.1007/s00330-016-4341-3","Marina Mat BakiAlex MenysDavid AtkinsonPaul BassettSimon MorleyTimothy BealeGuri SandhuGeorgekutty NaduvilethilNicola StevensonMartin A BirchallShonit Punwani","2017","http://link.springer.com/article/10.1007/s00330-016-4341-3","Article"
"The diagnostic performance of shear wave elastography for malignant cervical lymph nodes: A systematic review and meta-analysis","European Radiology","","27","1","10.1007/s00330-016-4378-3","Chong Hyun SuhYoung Jun ChoiJung Hwan BaekJeong Hyun Lee","2017","http://link.springer.com/article/10.1007/s00330-016-4378-3","Article"
"Mid-term outcomes after percutaneous cryoablation of symptomatic abdominal wall endometriosis: comparison with surgery alone in a single institution","European Radiology","","27","10","10.1007/s00330-017-4827-7","Julie MaillotJean Luc BrunVincent DubuissonMarc BazotNicolas GrenierFrançois H. Cornelis","2017","http://link.springer.com/article/10.1007/s00330-017-4827-7","Article"
"18F-fluorodeoxyglucose specimen-positron emission mammography delineates tumour extension in breast-conserving surgery: Preliminary results","European Radiology","","","","10.1007/s00330-017-5170-8","Gou WatanabeM. ItohX. DuanH. WatabeN. MoriH. TadaA. SuzukiM. MiyashitaN. OhuchiT. Ishida","2017","http://link.springer.com/article/10.1007/s00330-017-5170-8","Article"
"Chemical shift magnetic resonance imaging for distinguishing minimal-fat renal angiomyolipoma from renal cell carcinoma: a meta-analysis","European Radiology","","","","10.1007/s00330-017-5141-0","Ling-Shan ChenZheng-Qiu ZhuZhi-Tao WangJing LiLi-Feng LiangJi-Yang JinZhong-Qiu Wang","2017","http://link.springer.com/article/10.1007/s00330-017-5141-0","Article"
"The impact of injector-based contrast agent administration in time-resolved MRA","European Radiology","","","","10.1007/s00330-017-5178-0","Johannes BudjanUlrike I. AttenbergerStefan O. SchoenbergHubertus PietschGregor Jost","2017","http://link.springer.com/article/10.1007/s00330-017-5178-0","Article"
"Gadolinium deposition in the brain: association with various GBCAs using a generalized additive model","European Radiology","","27","8","10.1007/s00330-016-4724-5","Sohi BaeHo-Joon LeeKyunghwa HanYae-Won ParkYoon Seong ChoiSung Soo AhnJinna KimSeung-Koo Lee","2017","http://link.springer.com/article/10.1007/s00330-016-4724-5","Article"
"Thoracic staging with 18F-FDG PET/MR in non-small cell lung cancer – does it change therapeutic decisions in comparison to 18F-FDG PET/CT?","European Radiology","","27","2","10.1007/s00330-016-4397-0","Benedikt M. SchaarschmidtJohannes GrueneisenMartin MetzenmacherBenedikt GomezThomas GaulerChristian RoeselPhilipp HeuschVerena RuhlmannLale UmutluGerald AntochChristian Buchbender","2017","http://link.springer.com/article/10.1007/s00330-016-4397-0","Article"
"Imaging of gastrointestinal melanoma metastases: Correlation with surgery and histopathology of resected specimen","European Radiology","","27","6","10.1007/s00330-016-4625-7","Ahmed E. OthmanThomas K. EigentlerGeorg BierChristina PfannenbergHans BösmüllerChristian ThielClaus GarbeKonstantin NikolaouBernhard Klumpp","2017","http://link.springer.com/article/10.1007/s00330-016-4625-7","Article"
"Compression of the superior mesenteric vein—a sign of acute internal herniation in patients with antecolic laparoscopic Roux-en-Y gastric bypass","European Radiology","","27","4","10.1007/s00330-016-4526-9","Jens MaierAmaya Herrasti GallegoAndrea K. Floyd","2017","http://link.springer.com/article/10.1007/s00330-016-4526-9","Article"
"Disappearing or residual tiny (≤5 mm) colorectal liver metastases after chemotherapy on gadoxetic acid-enhanced liver MRI and diffusion-weighted imaging: Is local treatment required?","European Radiology","","27","7","10.1007/s00330-016-4644-4","Seung Soo KimKyoung Doo SongYoung Kon KimHee Cheol KimJung Wook HuhYoung Suk ParkJoon Oh ParkSeung Tae Kim","2017","http://link.springer.com/article/10.1007/s00330-016-4644-4","Article"
"Ultrasound-guided synovial Tru-cut biopsy: indications, technique, and outcome in 111 cases","European Radiology","","27","5","10.1007/s00330-016-4545-6","Jacqueline C. M. SittJames F. GriffithFernand M. LaiMamie HuiK. H. ChiuRyan K. L. LeeAlex W. H. NgJason Leung","2017","http://link.springer.com/article/10.1007/s00330-016-4545-6","Article"
"Non-specific benign pathological results on transthoracic core-needle biopsy: how to differentiate false-negatives?","European Radiology","","27","9","10.1007/s00330-017-4766-3","Jung Im KimChang Min ParkHyungjin KimJong Hyuk LeeJin Mo Goo","2017","http://link.springer.com/article/10.1007/s00330-017-4766-3","Article"
"Diagnostic efficacy and therapeutic impact of computed tomography in the evaluation of clinically suspected otosclerosis","European Radiology","","27","3","10.1007/s00330-016-4446-8","Cristina DudauFakhruddin SalimDan JiangSteve E. J. Connor","2017","http://link.springer.com/article/10.1007/s00330-016-4446-8","Article"
"Separation of type and grade in cervical tumours using non-mono-exponential models of diffusion-weighted MRI","European Radiology","","27","2","10.1007/s00330-016-4417-0","Jessica M. WinfieldMatthew R. OrtonDavid J. CollinsThomas E. J. IndAyoma AttygalleSteve HazellVeronica A. MorganNandita M. deSouza","2017","http://link.springer.com/article/10.1007/s00330-016-4417-0","Article"
"Breast lesions classified as probably benign (BI-RADS 3) on magnetic resonance imaging: a systematic review and meta-analysis","European Radiology","","","","10.1007/s00330-017-5127-y","Claudio SpickHubert BickelStephan H. PolanecPascal A. Baltzer","2017","http://link.springer.com/article/10.1007/s00330-017-5127-y","Article"
"Risk of acute kidney injury after transarterial chemoembolisation in hepatocellular carcinoma patients: A nationwide population-based cohort study","European Radiology","","27","11","10.1007/s00330-017-4893-x","Bo-Ching LeeKao-Lang LiuCheng-Li LinChia-Hung Kao","2017","http://link.springer.com/article/10.1007/s00330-017-4893-x","Article"
