Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Which is the best current guideline for the diagnosis and management of cystic pancreatic neoplasms? An appraisal using evidence-based practice methods","European Radiology","","26","9","10.1007/s00330-015-4160-y","Alexis M. CahalaneY. M. PurcellL. P. LavelleS. H. McEvoyE. R. RyanE. O’TooleD. E. Malone","2016","http://link.springer.com/article/10.1007/s00330-015-4160-y","Article"
"Evaluation of 70–150-μm doxorubicin-eluting beads for transcatheter arterial chemoembolization in the rabbit liver VX2 tumour model","European Radiology","","26","10","10.1007/s00330-015-4197-y","Ali GholamrezanezhadSahar MirpourJean-Francois H. GeschwindPramod RaoRomaric LoffroyOlivier PellerinEleni A. Liapi","2016","http://link.springer.com/article/10.1007/s00330-015-4197-y","Article"
"Assessment of the residual tumour of colorectal liver metastases after chemotherapy: diffusion-weighted MR magnetic resonance imaging in the peripheral and entire tumour","European Radiology","","26","1","10.1007/s00330-015-3800-6","Mathilde WagnerMaxime RonotSabrina DoblasCéline GiraudeauBernard Van BeersJacques BelghitiValérie ParadisValérie Vilgrain","2016","http://link.springer.com/article/10.1007/s00330-015-3800-6","Article"
"Feasibility of mesorectal vascular invasion in predicting early distant metastasis in patients with stage T3 rectal cancer based on rectal MRI","European Radiology","","26","2","10.1007/s00330-015-3837-6","Young Chul KimJai Keun KimMyeong-Jin KimJei Hee LeeYoung Bae KimSung Jae Shin","2016","http://link.springer.com/article/10.1007/s00330-015-3837-6","Article"
"Computer tomography colonography participation and yield in patients under surveillance for 6-9 mm polyps in a population-based screening trial","European Radiology","","26","8","10.1007/s00330-015-4081-9","Charlotte J. Tutein NoltheniusThierry N. BoellaardMargriet C. de HaanC. Yung NioMaarten G. J. ThomeerShandra BipatAlexander D. Montauban van SwijndregtMarc J. van de VijverKatharina BiermannErnst J. KuipersEvelien DekkerJaap Stoker","2016","http://link.springer.com/article/10.1007/s00330-015-4081-9","Article"
"Comparison of the flow diverter and stent-assisted coiling in large and giant aneurysms: safety and efficacy based on a propensity score-matched analysis","European Radiology","","26","7","10.1007/s00330-015-4052-1","Yongxin ZhangYu ZhouPengfei YangJianmin LiuYi XuBo HongWenyuan ZhaoQi ChenQing-Hai Huang","2016","http://link.springer.com/article/10.1007/s00330-015-4052-1","Article"
"Diagnostic accuracy of low-dose CT compared with abdominal radiography in non-traumatic acute abdominal pain: prospective study and systematic review","European Radiology","","26","6","10.1007/s00330-015-3984-9","Muhammed AlshamariEva NorrmanMats GeijerKjell JanssonHåkan Geijer","2016","http://link.springer.com/article/10.1007/s00330-015-3984-9","Article"
"Magnetization transfer imaging to assess tumour response after chemoradiotherapy in rectal cancer","European Radiology","","26","2","10.1007/s00330-015-3856-3","Milou H MartensDoenja M. J. LambregtsNickolas PapanikolaouStyliani AlefantinouMonique MaasGeorgios C. ManikisKostantinos MariasRobert G. RiedlGeerard L. BeetsRegina G. H. Beets-Tan","2016","http://link.springer.com/article/10.1007/s00330-015-3856-3","Article"
"CT pre-operative planning of a new semi-implantable bone conduction hearing device","European Radiology","","26","6","10.1007/s00330-015-3983-x","Eric K. C. LawKunwar S. S. BhatiaWillis S. S. TsangMichael C. F. TongLin Shi","2016","http://link.springer.com/article/10.1007/s00330-015-3983-x","Article"
"Clinical significance of three-dimensional measurement of tumour thickness on magnetic resonance imaging in patients with oral tongue squamous cell carcinoma","European Radiology","","26","3","10.1007/s00330-015-3884-z","Minsu KwonHyun MoonSoon Yuhl NamJeong Hyun LeeJi Won KimYoon-Se LeeJong-Lyel RohSeung-Ho ChoiSang-Yoon Kim","2016","http://link.springer.com/article/10.1007/s00330-015-3884-z","Article"
"Pneumothorax with prolonged chest tube requirement after CT-guided percutaneous lung biopsy: incidence and risk factors","European Radiology","","26","10","10.1007/s00330-015-4200-7","Anna MorelandEitan NovogrodskyLynn BrodyJeremy DurackJoseph ErinjeriGeorge GetrajdmanStephen SolomonHooman YarmohammadiMajid Maybody","2016","http://link.springer.com/article/10.1007/s00330-015-4200-7","Article"
"Solid pulmonary nodule risk assessment and decision analysis: comparison of four prediction models in 285 cases","European Radiology","","26","9","10.1007/s00330-015-4138-9","Simone PerandiniGian Alberto SoardiMassimiliano MottonArianna RossiManuel SignoriniStefania Montemezzi","2016","http://link.springer.com/article/10.1007/s00330-015-4138-9","Article"
"Lowering iodinated contrast concentration in infrainguinal endovascular interventions: a three-armed randomized controlled non-inferiority trial","European Radiology","","26","8","10.1007/s00330-015-4109-1","Sjoerd JensSanne M. SchreuderDiederik W. De BooLukas C. van DijkHans van OverhagenShandra BipatMark J. W. KoelemayJim A. Reekers","2016","http://link.springer.com/article/10.1007/s00330-015-4109-1","Article"
"Quantitative assessment of morphology, T1ρ, and T2 of shoulder cartilage using MRI","European Radiology","","26","12","10.1007/s00330-016-4322-6","Lorenzo NardoJulio Carballido-GamioSolomon TangAndrew LaiRoland Krug","2016","http://link.springer.com/article/10.1007/s00330-016-4322-6","Article"
"Low vascularity predicts favourable outcomes in leiomyoma patients treated with uterine artery embolization","European Radiology","","26","10","10.1007/s00330-016-4223-8","Yixin TangChunlin ChenHui DuanBen MaPing Liu","2016","http://link.springer.com/article/10.1007/s00330-016-4223-8","Article"
"Short- and long-term effects of clinical audits on compliance with procedures in CT scanning","European Radiology","","26","8","10.1007/s00330-015-4100-x","Antonio OliveriNigel HowarthPierre Alain GevenoisDenis Tack","2016","http://link.springer.com/article/10.1007/s00330-015-4100-x","Article"
"Quantitative evaluation of beam-hardening artefact correction in dual-energy CT myocardial perfusion imaging","European Radiology","","26","9","10.1007/s00330-015-4137-x","Andreas M. BucherJulian L. WichmannU. Joseph SchoepfChristopher D. WollaChristian CansteinAndrew D. McQuistonAleksander W. KrazinskiCarlo N. De CeccoFelix G. MeinelThomas J. VoglLucas L. Geyer","2016","http://link.springer.com/article/10.1007/s00330-015-4137-x","Article"
"Diffusion-tensor-based method for robust and practical estimation of axial and radial diffusional kurtosis","European Radiology","","26","8","10.1007/s00330-015-4038-z","Yasuhiko TachibanaTakayuki ObataHiroki TsuchiyaTokuhiko OmatsuRiwa KishimotoHiroshi KawaguchiAkira NishikoriKoji KamagataMasaaki HoriShigeki AokiHiroshi TsujiTomio Inoue","2016","http://link.springer.com/article/10.1007/s00330-015-4038-z","Article"
"Clinical utility of dual-energy contrast-enhanced spectral mammography for breast microcalcifications without associated mass: a preliminary analysis","European Radiology","","26","4","10.1007/s00330-015-3904-z","Yun-Chung CheungHsiu-Pei TsaiYung-Feng LoShir-Hwa UengPei-Chin HuangShin-Chih Chen","2016","http://link.springer.com/article/10.1007/s00330-015-3904-z","Article"
"Reconstruction of paediatric organ doses from axial CT scans performed in the 1990s – range of doses as input to uncertainty estimates","European Radiology","","26","9","10.1007/s00330-015-4157-6","Hilde M. OlerudBenthe ToftSilje FlatabøAndreas JahnenChoonsik LeeIsabelle Thierry-Chef","2016","http://link.springer.com/article/10.1007/s00330-015-4157-6","Article"
"Association between breast cancer, breast density, and body adiposity evaluated by MRI","European Radiology","","26","7","10.1007/s00330-015-4058-8","Wenlian ZhuPeng HuangKatarzyna J. MacuraDmitri Artemov","2016","http://link.springer.com/article/10.1007/s00330-015-4058-8","Article"
"Prognostic impact of nomogram based on whole tumour size, tumour disappearance ratio on CT and SUVmax on PET in lung adenocarcinoma","European Radiology","","26","6","10.1007/s00330-015-4029-0","So Hee SongJoong Hyun AhnHo Yun LeeGeewon LeeJoon Young ChoiJun KangEun Young KimJoungho HanO. Jung KwonKyung Soo LeeHong Kwan KimYong Soo ChoiJhingook KimYoung Mog Shim","2016","http://link.springer.com/article/10.1007/s00330-015-4029-0","Article"
"In vivo proton magnetic resonance spectroscopy (1H-MRS) evaluation of the metabolite concentration of optic radiation in primary open angle glaucoma","European Radiology","","26","12","10.1007/s00330-016-4279-5","Sabrilhakim SidekNorlisah RamliKartini RahmatNorlina Mohd RamliFadzlina AbdulrahmanTan Li Kuo","2016","http://link.springer.com/article/10.1007/s00330-016-4279-5","Article"
"Clinical indications and radiation doses to the conceptus associated with CT imaging in pregnancy: a retrospective study","European Radiology","","26","4","10.1007/s00330-015-3924-8","S. WoussenX. Lopez-RendonD. VanbeckevoortH. BosmansR. OyenF. Zanca","2016","http://link.springer.com/article/10.1007/s00330-015-3924-8","Article"
"Extended monitoring of coiled aneurysms completely occluded at 6-month follow-up: late recanalization rate and related risk factors","European Radiology","","26","10","10.1007/s00330-015-4176-3","Jin Pyeong JeonYoung Dae ChoJong Kook RhimDong Hyun YooHyun-Seung KangJeong Eun KimWon-sang ChoMoon Hee Han","2016","http://link.springer.com/article/10.1007/s00330-015-4176-3","Article"
"Normalizing computed tomography data reconstructed with different filter kernels: effect on emphysema quantification","European Radiology","","26","2","10.1007/s00330-015-3824-y","Leticia Gallardo-EstrellaDavid A. LynchMathias ProkopDouglas StinsonJordan ZachPhilip F. JudyBram van GinnekenEva M. van Rikxoort","2016","http://link.springer.com/article/10.1007/s00330-015-3824-y","Article"
"Second-Opinion Interpretations of Gynecologic Oncologic MRI Examinations by Sub-Specialized Radiologists Influence Patient Care","European Radiology","","26","7","10.1007/s00330-015-4040-5","Yulia LakhmanMelvin D’AnastasiMaura MiccòChiara ScelzoHebert Alberto VargasStephanie NougaretRamon E. SosaDennis S. ChiNadeem R. Abu-RustumHedvig HricakEvis Sala","2016","http://link.springer.com/article/10.1007/s00330-015-4040-5","Article"
"Prediction of biochemical recurrence after radical prostatectomy with PI-RADS version 2 in prostate cancers: initial results","European Radiology","","26","8","10.1007/s00330-015-4077-5","Sung Yoon ParkYoung Taik OhDae Chul JungNam Hoon ChoYoung Deuk ChoiKoon Ho RhaSung Joon Hong","2016","http://link.springer.com/article/10.1007/s00330-015-4077-5","Article"
"Mesenteric panniculitis: systematic review of cross-sectional imaging findings and risk of subsequent malignancy","European Radiology","","26","12","10.1007/s00330-016-4298-2","Steve HalliganAndrew PlumbStuart Taylor","2016","http://link.springer.com/article/10.1007/s00330-016-4298-2","Article"
"Comparison of post contrast CT urography phases in bladder cancer detection","European Radiology","","26","2","10.1007/s00330-015-3844-7","Malin HeleniusPar DahlmanMaria LonnemarkEinar BrekkanLisa WernrothAnders Magnusson","2016","http://link.springer.com/article/10.1007/s00330-015-3844-7","Article"
"Association between magnetic resonance imaging patterns and baseline disease features in multiple myeloma: analyzing surrogates of tumour mass and biology","European Radiology","","26","11","10.1007/s00330-015-4195-0","Elias K. MaiThomas HielscherJost K. KlothMaximilian MerzSofia ShahMichaela HillengassBarbara WagnerDirk HoseM.S. RaabAnna JauchStefan DelormeHartmut GoldschmidtMarc-André WeberJens Hillengass","2016","http://link.springer.com/article/10.1007/s00330-015-4195-0","Article"
"Assessment of normal left atrial appendage anatomy and function over gender and ages by dynamic cardiac CT","European Radiology","","26","5","10.1007/s00330-015-3962-2","Samy BoucebciThomas PambrunStéphane VelascoPier-Olivier DuboePierre IngrandJean-Pierre Tasu","2016","http://link.springer.com/article/10.1007/s00330-015-3962-2","Article"
"Increased tumour ADC value during chemotherapy predicts improved survival in unresectable pancreatic cancer","European Radiology","","26","6","10.1007/s00330-015-3999-2","Hideyuki NishiofukuToshihiro TanakaNagaaki MarugamiMasayuki ShoTakahiro AkahoriYoshiyuki NakajimaKimihiko Kichikawa","2016","http://link.springer.com/article/10.1007/s00330-015-3999-2","Article"
"MR elastography of the liver at 3.0 T in diagnosing liver fibrosis grades; preliminary clinical experience","European Radiology","","26","3","10.1007/s00330-015-3863-4","Kengo YoshimitsuToshimichi MitsufujiYoshinobu ShinagawaRitsuko FujimitsuAyako MoritaHiroshi UrakawaHiroyuki HayashiKoichi Takano","2016","http://link.springer.com/article/10.1007/s00330-015-3863-4","Article"
"Using intravoxel incoherent motion MR imaging to study the renal pathophysiological process of contrast-induced acute kidney injury in rats: Comparison with conventional DWI and arterial spin labelling","European Radiology","","26","6","10.1007/s00330-015-3990-y","Long LiangWen-bo ChenKannie W. Y. ChanYu-guo LiBin ZhangChang-hong LiangGuan-shu LiuShui-xing Zhang","2016","http://link.springer.com/article/10.1007/s00330-015-3990-y","Article"
"Persistent pulmonary subsolid nodules with solid portions of 5 mm or smaller: Their natural course and predictors of interval growth","European Radiology","","26","6","10.1007/s00330-015-4017-4","Jong Hyuk LeeChang Min ParkSang Min LeeHyungjin KimH. Page McAdamsJin Mo Goo","2016","http://link.springer.com/article/10.1007/s00330-015-4017-4","Article"
"PI-RADS version 2 for prediction of pathological downgrading after radical prostatectomy: a preliminary study in patients with biopsy-proven Gleason Score 7 (3+4) prostate cancer","European Radiology","","26","10","10.1007/s00330-016-4230-9","Sungmin WooSang Youn KimJoongyub LeeSeung Hyup KimJeong Yeon Cho","2016","http://link.springer.com/article/10.1007/s00330-016-4230-9","Article"
"MR-guided vacuum-assisted breast biopsy of MRI-only lesions: a single center experience","European Radiology","","26","11","10.1007/s00330-016-4267-9","Claudio SpickMelanie SchernthanerKatja PinkerPanagiotis KapetasMaria BernathovaStephan H. PolanecHubert BickelGeorg J. WengertMargaretha RudasThomas H. HelbichPascal A. Baltzer","2016","http://link.springer.com/article/10.1007/s00330-016-4267-9","Article"
"Quantification of early fatty infiltration of the rotator cuff muscles: comparison of multi-echo Dixon with single-voxel MR spectroscopy","European Radiology","","26","10","10.1007/s00330-015-4144-y","Christoph A. AgtenAndrea B. RosskopfChristian GerberChristian W. A. Pfirrmann","2016","http://link.springer.com/article/10.1007/s00330-015-4144-y","Article"
"Targeted MRI-guided prostate biopsy: are two biopsy cores per MRI-lesion required?","European Radiology","","26","11","10.1007/s00330-016-4266-x","L. SchimmöllerM. QuentinD. BlondinF. DietzelA. HiesterC. SchleichC. ThomasR. RabenaltH. E. GabbertP. AlbersG. AntochC. Arsov","2016","http://link.springer.com/article/10.1007/s00330-016-4266-x","Article"
"Non-contrast-enhanced MR angiography using time-spin labelling inversion pulse technique for detecting crossing renal vessels in children with symptomatic ureteropelvic junction obstruction: comparison with surgical findings","European Radiology","","26","8","10.1007/s00330-015-4065-9","Nicolas BrucherJulie VialChristiane BauninDavid LabarreOlivier MeyrignacMichel JuricicOurdia BoualiOlivier AbboPhilippe GalinierNicolas Sans","2016","http://link.springer.com/article/10.1007/s00330-015-4065-9","Article"
"Non-tuberculous mycobacterial lung disease: diagnosis based on computed tomography of the chest","European Radiology","","26","12","10.1007/s00330-016-4286-6","Nakwon KwakChang Hyun LeeHyun-Ju LeeYoung Ae KangJae Ho LeeSung Koo HanJae-Joon Yim","2016","http://link.springer.com/article/10.1007/s00330-016-4286-6","Article"
"Performance of one-view breast tomosynthesis as a stand-alone breast cancer screening modality: results from the Malmö Breast Tomosynthesis Screening Trial, a population-based study","European Radiology","","26","1","10.1007/s00330-015-3803-3","Kristina LångIngvar AnderssonAldana RossoAnders TingbergPontus TimbergSophia Zackrisson","2016","http://link.springer.com/article/10.1007/s00330-015-3803-3","Article"
"Comparison of Image Quality and Radiation Dose between High-Pitch Mode and Low-Pitch Mode Spiral Chest CT in Small Uncooperative Children: The Effect of Respiratory Rate","European Radiology","","26","4","10.1007/s00330-015-3930-x","Seong Ho KimYoung Hun ChoiHyun-Hae ChoSo Mi LeeSu-Mi ShinJung-Eun CheonWoo Sun KimIn-One Kim","2016","http://link.springer.com/article/10.1007/s00330-015-3930-x","Article"
"Head CT: Image quality improvement of posterior fossa and radiation dose reduction with ASiR - comparative studies of CT head examinations","European Radiology","","26","10","10.1007/s00330-015-4183-4","Maciej GuzińskiŁukasz WaszczukMarek J. Sąsiadek","2016","http://link.springer.com/article/10.1007/s00330-015-4183-4","Article"
"Diagnostic accuracy and utility of coronary CT angiography with consideration of unevaluable results: A systematic review and multivariate Bayesian random-effects meta-analysis with intention to diagnose","European Radiology","","26","2","10.1007/s00330-015-3831-z","Jan MenkeJörg Kowalski","2016","http://link.springer.com/article/10.1007/s00330-015-3831-z","Article"
"Reduction of metallic coil artefacts in computed tomography body imaging: effects of a new single-energy metal artefact reduction algorithm","European Radiology","","26","5","10.1007/s00330-015-3950-6","Masafumi KidohDaisuke UtsunomiyaOsamu IkedaYoshitaka TamuraSeitaro OdaYoshinori FunamaHideaki YukiTakeshi NakauraTakayuki KawanoToshinori HiraiYasuyuki Yamashita","2016","http://link.springer.com/article/10.1007/s00330-015-3950-6","Article"
"Role of MRI in the early diagnosis of tubal ectopic pregnancy","European Radiology","","26","7","10.1007/s00330-015-3987-6","Ming-Jue SiShuang GuiQin FanHong-Xiu HanQian-Qian ZhaoZhi-Xin LiJiang-Min Zhao","2016","http://link.springer.com/article/10.1007/s00330-015-3987-6","Article"
"256-Slice coronary computed tomographic angiography in patients with atrial fibrillation: optimal reconstruction phase and image quality","European Radiology","","26","1","10.1007/s00330-015-3822-0","Seitaro OdaKeiichi HondaAkira YoshimuraKazuhiro KatahiraKatsuo NodaShuichi OshimaHideaki YukiMasafumi KidohDaisuke UtsunomiyaTakeshi NakauraTomohiro NamimotoYasuyuki Yamashita","2016","http://link.springer.com/article/10.1007/s00330-015-3822-0","Article"
"The prevalence of tenosynovitis of the interosseous tendons of the hand in patients with rheumatoid arthritis","European Radiology","","26","2","10.1007/s00330-015-3859-0","Emma L. RowbothamJane E. FreestonPaul EmeryAndrew J. Grainger","2016","http://link.springer.com/article/10.1007/s00330-015-3859-0","Article"
"Adipose tissue and muscle attenuation as novel biomarkers predicting mortality in patients with extremity sarcomas","European Radiology","","26","12","10.1007/s00330-016-4306-6","Joyce VeldJosephina A. VossenKaren De Amorim BernsteinElkan F. HalpernMartin TorrianiMiriam A. Bredella","2016","http://link.springer.com/article/10.1007/s00330-016-4306-6","Article"
"Effect of perioperative parecoxib sodium on postoperative pain control for transcatheter arterial chemoembolization for inoperable hepatocellular carcinoma: a prospective randomized trial","European Radiology","","26","10","10.1007/s00330-016-4207-8","Ning LvYanan KongLuwen MuTao PanQiankun XieMing Zhao","2016","http://link.springer.com/article/10.1007/s00330-016-4207-8","Article"
"Parametric response mapping of contrast-enhanced biphasic CT for evaluating tumour viability of hepatocellular carcinoma after TACE","European Radiology","","26","10","10.1007/s00330-015-4203-4","Jan B. HinrichsHoen-Oh ShinDaniel KaercherDavut HasdemirTim MurrayTill KaireitCarolin LutatArndt VogelBernhard C. MeyerFrank K. WackerThomas Rodt","2016","http://link.springer.com/article/10.1007/s00330-015-4203-4","Article"
"Diagnostic impact of digital tomosynthesis in oncologic patients with suspected pulmonary lesions on chest radiography","European Radiology","","26","8","10.1007/s00330-015-4104-6","Emilio QuaiaElisa BaratellaGabriele PoillucciAntonio Giulio GennariMaria Assunta Cova","2016","http://link.springer.com/article/10.1007/s00330-015-4104-6","Article"
"Dedicated sub 0.1 mSv 3DCT using MBIR in children with suspected craniosynostosis: quality assessment","European Radiology","","26","3","10.1007/s00330-015-3870-5","Caroline W. ErnstTine L. HulstaertDries BelsackNico BulsGert Van GompelKoenraad H. NieboerRonald BuylFilip VerhelleMichel De MaeseneerJohan de Mey","2016","http://link.springer.com/article/10.1007/s00330-015-3870-5","Article"
"MR diagnosis of diaphragmatic endometriosis","European Radiology","","26","11","10.1007/s00330-016-4226-5","Pascal RoussetJules GregoryChristine Rousset-JablonskiJustine Hugon-RodinJean-François RegnardCharles ChapronJoël CosteFrançois GolfierMarie-Pierre Revel","2016","http://link.springer.com/article/10.1007/s00330-016-4226-5","Article"
"Imaging features of rosette-forming glioneuronal tumours (RGNTs): A Series of seven cases","European Radiology","","26","1","10.1007/s00330-015-3808-y","Gorky MedhiChandrajit PrasadJitender SainiHima PendharkarMaya Dattatraya BhatParitosh PandeyYasha Muthane","2016","http://link.springer.com/article/10.1007/s00330-015-3808-y","Article"
"The value of a rapid contrast-enhanced angio-MRI protocol in the detection of head and neck paragangliomas in SDHx mutations carriers: a retrospective study on behalf of the PGL.EVA investigators*","European Radiology","","26","6","10.1007/s00330-015-4024-5","Guillaume GravelPatricia NiccoliVincent RohmerGuy MoulinFrançoise Borson-ChazotPascal RoussetAnne Pasco-PaponClaude MarcusFrédérique DubrulleHervé GouyaFrançois BidaultBenoit DupasJean GabrillarguesAurore Caumont-PrimAnne HernigouAnne-Paule Gimenez-Roqueplo","2016","http://link.springer.com/article/10.1007/s00330-015-4024-5","Article"
"Optimizing the MRI protocol of the sacroiliac joints in Spondyloarthritis: which para-axial sequence should be used?","European Radiology","","26","1","10.1007/s00330-015-3790-4","Chiara GiraudoSilvia MagnaldiMichael WeberAntonia PuchnerHannes PlatzgummerFranz KainbergerClaudia Schueller-Weidekamm","2016","http://link.springer.com/article/10.1007/s00330-015-3790-4","Article"
"In vivo dentate nucleus MRI relaxometry correlates with previous administration of Gadolinium-based contrast agents","European Radiology","","26","12","10.1007/s00330-016-4245-2","Enrico TedeschiGiuseppe PalmaAntonietta CannaSirio CocozzaCarmela RussoPasquale BorrelliRoberta LanzilloValentina AngeliniEmanuela PostiglioneVincenzo Brescia MorraMarco SalvatoreArturo BrunettiMario Quarantelli","2016","http://link.springer.com/article/10.1007/s00330-016-4245-2","Article"
"Amide Proton Transfer (APT) MR imaging and Magnetization Transfer (MT) MR imaging of pediatric brain development","European Radiology","","26","10","10.1007/s00330-015-4188-z","Hong ZhangHuiying KangXuna ZhaoShanshan JiangYi ZhangJinyuan ZhouYun Peng","2016","http://link.springer.com/article/10.1007/s00330-015-4188-z","Article"
"Subtracted Dynamic MR Perfusion Source Images (sMRP-SI) provide Collateral Blood Flow Assessment in MCA Occlusions and Predict Tissue Fate","European Radiology","","26","5","10.1007/s00330-015-3927-5","Kersten VillringerRafael Serrano-SandovalUlrike GrittnerIvana GalinovicAlice SchneiderAnn-Christin OstwaldtPeter BruneckerAndrea RoccoJochen B. Fiebach","2016","http://link.springer.com/article/10.1007/s00330-015-3927-5","Article"
"Multidetector CT of pancreatic ductal adenocarcinoma: Effect of tube voltage and iodine load on tumour conspicuity and image quality","European Radiology","","26","11","10.1007/s00330-016-4273-y","L. LoizouN. AlbiinB. LeidnerE. AxelssonM. A. FischerA. GrigoriadisM. Del ChiaroR. SegersvärdC. VerbekeA. SundinN. Kartalis","2016","http://link.springer.com/article/10.1007/s00330-016-4273-y","Article"
"mTOR-inhibitor treatment of metastatic renal cell carcinoma: contribution of Choi and modified Choi criteria assessed in 2D or 3D to evaluate tumor response","European Radiology","","26","1","10.1007/s00330-015-3828-7","M. LamuragliaS. RaslanR. ElaidiS. OudardB. EscudierK. SlimaneR. Renard PennaM. WagnerO. Lucidarme","2016","http://link.springer.com/article/10.1007/s00330-015-3828-7","Article"
"Anterolateral ligament abnormalities in patients with acute anterior cruciate ligament rupture are associated with lateral meniscal and osseous injuries","European Radiology","","26","10","10.1007/s00330-015-4171-8","Pieter Van DyckStefan ClockaertsFilip M. VanhoenackerValérie LambrechtKristien WoutersEline De SmetJan L. GielenPaul M. Parizel","2016","http://link.springer.com/article/10.1007/s00330-015-4171-8","Article"
"Amniotic fluid volume: Rapid MR-based assessment at 28-32 weeks gestation","European Radiology","","26","10","10.1007/s00330-015-4179-0","N. J. HilliardR. HawkesA. J. PattersonM. J. GravesA. N. PriestS. HunterC. LeesP. A. SetD. J. Lomas","2016","http://link.springer.com/article/10.1007/s00330-015-4179-0","Article"
"Potential of MR histogram analyses for prediction of response to chemotherapy in patients with colorectal hepatic metastases","European Radiology","","26","7","10.1007/s00330-015-4043-2","He-Yue LiangYa-Qin HuangZhao-Xia YangYing-DingMeng-Su ZengSheng-Xiang Rao","2016","http://link.springer.com/article/10.1007/s00330-015-4043-2","Article"
"Reduced-dose abdominopelvic CT using hybrid iterative reconstruction in suspected left-sided colonic diverticulitis","European Radiology","","26","1","10.1007/s00330-015-3810-4","Azien LaqmaniSimon VeldhoenSimon DulzThorsten DerlinCyrus BehzadiJakob Schmidt-HoltzFelicia WassenbergSusanne SehnerHans-Dieter NagelGerhard AdamMarc Regier","2016","http://link.springer.com/article/10.1007/s00330-015-3810-4","Article"
"Peritumoral apparent diffusion coefficients for prediction of lymphovascular invasion in clinically node-negative invasive breast cancer","European Radiology","","26","2","10.1007/s00330-015-3847-4","Naoko MoriShunji MugikuraChiaki TakasawaMinoru MiyashitaAkiko ShimauchiHideki OtaTakanori IshidaAtsuko kasajimaKei TakaseTetsuya KodamaShoki Takahashi","2016","http://link.springer.com/article/10.1007/s00330-015-3847-4","Article"
"Sloughing of biliary tumour ingrowth of hepatocellular carcinoma after chemoembolization","European Radiology","","26","6","10.1007/s00330-015-3974-y","Gyoung Min KimHyo-Cheol KimSaebeom HurMyungsu LeeHwan Jun JaeJin Wook Chung","2016","http://link.springer.com/article/10.1007/s00330-015-3974-y","Article"
"The role of Size-Specific Dose Estimate (SSDE) in patient-specific organ dose and cancer risk estimation in paediatric chest and abdominopelvic CT examinations","European Radiology","","26","8","10.1007/s00330-015-4091-7","Caro FranckCharlot VandevoordeIngeborg GoethalsPeter SmeetsEric AchtenKoenraad VerstraeteHubert ThierensKlaus Bacher","2016","http://link.springer.com/article/10.1007/s00330-015-4091-7","Article"
"Quantitative assessment of hepatic function: modified look-locker inversion recovery (MOLLI) sequence for T1 mapping on Gd-EOB-DTPA-enhanced liver MR imaging","European Radiology","","26","6","10.1007/s00330-015-3994-7","Jeong Hee YoonJeong Min LeeMunyoung PaekJoon Koo HanByung Ihn Choi","2016","http://link.springer.com/article/10.1007/s00330-015-3994-7","Article"
"Prevalence and distribution of colonic diverticula assessed with CT colonography (CTC)","European Radiology","","26","3","10.1007/s00330-015-3866-1","Carlo Nicola De CeccoMaria CiolinaBruno AnnibaleMarco RengoDavide BelliniGiuseppe MuscogiuriAntonello MaruottiLuca SabaFranco IafrateAndrea Laghi","2016","http://link.springer.com/article/10.1007/s00330-015-3866-1","Article"
"Fine focal spot size improves image quality in computed tomography abdomen and pelvis","European Radiology","","26","12","10.1007/s00330-016-4313-7","Yin P. GohKenneth K. LauKeat LowKevin BuchanLawrence Chia Wei OhAhilan KuganesanMinh Huynh","2016","http://link.springer.com/article/10.1007/s00330-016-4313-7","Article"
"Quantitative myocardial perfusion with stress dual-energy CT: iodine concentration differences between normal and ischemic or necrotic myocardium. Initial experience","European Radiology","","26","9","10.1007/s00330-015-4128-y","Carlos Delgado Sánchez-GraciánRoque Oca PernasCarmen Trinidad LópezEloísa Santos ArmentiaAntonio Vaamonde ListeMaría Vázquez CaamañoGonzalo Tardáguila de la Fuente","2016","http://link.springer.com/article/10.1007/s00330-015-4128-y","Article"
"What kind of prostate cancers do we miss on multiparametric magnetic resonance imaging?","European Radiology","","26","4","10.1007/s00330-015-3894-x","Pieter Julien Luc De VisschereLeslie NaesensLouis LibbrechtCharles Van PraetNicolaas LumenValérie FonteyneEva PattynGeert Villeirs","2016","http://link.springer.com/article/10.1007/s00330-015-3894-x","Article"
"Endovascular management of delayed post-pancreatectomy haemorrhage","European Radiology","","26","10","10.1007/s00330-016-4213-x","Edwige PottierMaxime RonotSebastien GaujouxManuela CesarettiLouise BarbierAlain SauvanetValérie Vilgrain","2016","http://link.springer.com/article/10.1007/s00330-016-4213-x","Article"
"Radiofrequency ablation versus magnetic resonance guided focused ultrasound surgery for minimally invasive treatment of osteoid osteoma: a propensity score matching study","European Radiology","","26","8","10.1007/s00330-015-4111-7","Carlo MasciocchiLuigi ZugaroFrancesco ArrigoniGiovanni Luca GravinaSilvia MarianiAlice La MarraCarmine ZoccaliStefano FlaminiAntonio Barile","2016","http://link.springer.com/article/10.1007/s00330-015-4111-7","Article"
"Assessment of repeatability and treatment response in early phase clinical trials using DCE-MRI: comparison of parametric analysis using MR- and CT-derived arterial input functions","European Radiology","","26","7","10.1007/s00330-015-4012-9","Mihaela RataDavid J. CollinsJames DarcyChristina MessiouNina TunariuNandita DesouzaHelen YoungMartin O. LeachMatthew R. Orton","2016","http://link.springer.com/article/10.1007/s00330-015-4012-9","Article"
