Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A simple method for bone age assessment: the capitohamate planimetry","European Radiology","","","","10.1007/s00330-017-5255-4","Jung-Ah ChoiYoung Chul KimSeon Jeong MinEun Kyung Khil","2018","http://link.springer.com/article/10.1007/s00330-017-5255-4","Article"
"Effective collateral circulation may indicate improved perfusion territory restoration after carotid endarterectomy","European Radiology","","28","2","10.1007/s00330-017-5020-8","Tianye LinZhichao LaiYuelei LvJianxun QuZhentao ZuoHui YouBing WuBo HouChangwei LiuFeng Feng","2018","http://link.springer.com/article/10.1007/s00330-017-5020-8","Article"
"CT myocardial perfusion imaging: ready for prime time?","European Radiology","","28","3","10.1007/s00330-017-5057-8","Richard A. P. TakxCsilla CelengU. Joseph Schoepf","2018","http://link.springer.com/article/10.1007/s00330-017-5057-8","Article"
"Prediction of survival by texture-based automated quantitative assessment of regional disease patterns on CT in idiopathic pulmonary fibrosis","European Radiology","","28","3","10.1007/s00330-017-5028-0","Sang Min LeeJoon Beom SeoSang Young OhTae Hoon KimJin Woo SongSang Min LeeNamkug Kim","2018","http://link.springer.com/article/10.1007/s00330-017-5028-0","Article"
"What are the predictors of clinical success after percutaneous vertebroplasty for osteoporotic vertebral fractures?","European Radiology","","","","10.1007/s00330-017-5274-1","Elsa DenoixFlore ViryAgnes OstertagCaroline Parlier-CuauJean-Denis LaredoMartine Cohen-SolalValérie BoussonThomas Funck-Brentano","2018","http://link.springer.com/article/10.1007/s00330-017-5274-1","Article"
"Pheochromocytoma as a frequent false-positive in adrenal washout CT: A systematic review and meta-analysis","European Radiology","","28","3","10.1007/s00330-017-5076-5","Sungmin WooChong Hyun SuhSang Youn KimJeong Yeon ChoSeung Hyup Kim","2018","http://link.springer.com/article/10.1007/s00330-017-5076-5","Article"
"Noninvasive electrical conductivity measurement by MRI: a test of its validity and the electrical conductivity characteristics of glioma","European Radiology","","28","1","10.1007/s00330-017-4942-5","Khin Khin ThaUlrich KatscherShigeru YamaguchiChristian StehningShunsuke TerasakaNoriyuki FujimaKohsuke KudoKen KazumataToru YamamotoMarc Van CauterenHiroki Shirato","2018","http://link.springer.com/article/10.1007/s00330-017-4942-5","Article"
"CT Perfusion evaluation of gastric cancer: correlation with histologic type","European Radiology","","28","2","10.1007/s00330-017-4979-5","Dong Ho LeeSe Hyung KimIjin JooJoon Koo Han","2018","http://link.springer.com/article/10.1007/s00330-017-4979-5","Article"
"Discrepancies between coronary CT angiography and invasive coronary angiography with focus on culprit lesions which cause future cardiac events","European Radiology","","28","4","10.1007/s00330-017-5095-2","Junghoon KimHyon Joo KwagSeung Min YooJin Young YooIn-Ho ChaeDong-Ju ChoiMin-Jae ParkMani VembarEun Ju Chun","2018","http://link.springer.com/article/10.1007/s00330-017-5095-2","Article"
"Bone marrow oedema predicts bone collapse in paediatric and adolescent leukaemia patients with corticosteroid-induced osteonecrosis","European Radiology","","28","1","10.1007/s00330-017-4961-2","Ashok Joseph TheruvathPreeti Arun SukerkarShanshan BaoJarrett RosenbergSandra Luna-FinemanSandhya KharbandaHeike Elisabeth Daldrup-Link","2018","http://link.springer.com/article/10.1007/s00330-017-4961-2","Article"
"Safety analysis of holmium-166 microsphere scout dose imaging during radioembolisation work-up: A cohort study","European Radiology","","28","3","10.1007/s00330-017-4998-2","Arthur J. A. T. BraatJip F. PrinceRob van RooijRutger C. G. BruijnenMaurice A. A. J. van den BoschMarnix G. E. H. Lam","2018","http://link.springer.com/article/10.1007/s00330-017-4998-2","Article"
"Using coronary CT angiography for guiding invasive coronary angiography: potential role to reduce intraprocedural radiation exposure","European Radiology","","","","10.1007/s00330-018-5317-2","Christophe T. ArendtPatricia TischendorfJulian L. WichmannMichael MesserliLucas JörgNiklas EhlRobin F. GohmannSimon WildermuthThomas J. VoglRalf W. Bauer","2018","http://link.springer.com/article/10.1007/s00330-018-5317-2","Article"
"Whole-body ultra-low dose CT using spectral shaping for detection of osteolytic lesion in multiple myeloma","European Radiology","","","","10.1007/s00330-017-5243-8","Saravanabavaan SuntharalingamChristian MikatAxel WetterNika GuberinaAhmed SalemPhilipp HeilMichael ForstingKai Nassenstein","2018","http://link.springer.com/article/10.1007/s00330-017-5243-8","Article"
"Spectral multi-energy CT texture analysis with machine learning for tissue classification: an investigation using classification of benign parotid tumours as a testing paradigm","European Radiology","","","","10.1007/s00330-017-5214-0","Eiman Al AjmiBehzad ForghaniCaroline ReinholdMaryam BayatReza Forghani","2018","http://link.springer.com/article/10.1007/s00330-017-5214-0","Article"
"Secretin-stimulated ultrasound estimation of pancreatic secretion in cystic fibrosis validated by magnetic resonance imaging","European Radiology","","28","4","10.1007/s00330-017-5115-2","Trond EngjomErling TjoraGaute WathleFriedemann ErchingerBirger N. LærumOdd H. GiljaIngfrid Salvesen HaldorsenGeorg Dimcevski","2018","http://link.springer.com/article/10.1007/s00330-017-5115-2","Article"
"Microflow imaging: New Doppler technology to detect low-grade inflammation in patients with arthritis","European Radiology","","28","3","10.1007/s00330-017-5016-4","A. K. P. LimK. SatchithanandaE. A. DickS. AbrahamD. O. Cosgrove","2018","http://link.springer.com/article/10.1007/s00330-017-5016-4","Article"
"Forensic age assessment by 3.0T MRI of the knee: proposal of a new MRI classification of ossification stages","European Radiology","","","","10.1007/s00330-017-5281-2","Volker ViethRonald SchulzWalter HeindelHeidi PfeifferBoris BuerkeAndreas SchmelingChristian Ottow","2018","http://link.springer.com/article/10.1007/s00330-017-5281-2","Article"
"Validation of the American Gastroenterological Association guidelines on management of intraductal papillary mucinous neoplasms: more than 5 years of follow-up","European Radiology","","28","1","10.1007/s00330-017-4966-x","Koh ImbeNaoyoshi NagataYuya HisadaYusuke TakasakiKatsunori SekineSaori MishimaAkihito KawazoeTsuyoshi TajimaTakuro ShimboMikio YanaseJunichi AkiyamaKazuma FujimotoNaomi Uemura","2018","http://link.springer.com/article/10.1007/s00330-017-4966-x","Article"
"RFA versus robotic partial nephrectomy for T1a renal cell carcinoma: a propensity score-matched comparison of mid-term outcome","European Radiology","","","","10.1007/s00330-018-5305-6","Byung Kwan ParkIn Hyuck GongMin Yong KangHyun Hwan SungHwang Gyun JeonByong Chang JeongSeong Soo JeonHyun Moo LeeSeong Il Seo","2018","http://link.springer.com/article/10.1007/s00330-018-5305-6","Article"
"Visual grading analysis of digital neonatal chest phantom X-ray images: Impact of detector type, dose and image processing on image quality","European Radiology","","","","10.1007/s00330-017-5301-2","M. H. SmetL. BreysemE. MussenH. BosmansN. W. MarshallL. Cockmartin","2018","http://link.springer.com/article/10.1007/s00330-017-5301-2","Article"
"Apparent diffusion coefficient mapping using diffusion-weighted MRI: impact of background parenchymal enhancement, amount of fibroglandular tissue and menopausal status on breast cancer diagnosis","European Radiology","","","","10.1007/s00330-017-5202-4","Joao V. HorvatManuela DurandoSoledad MilansSujata PatilJessica MasslerGirard GibbonsDilip GiriKatja PinkerElizabeth A. MorrisSunitha B. Thakur","2018","http://link.springer.com/article/10.1007/s00330-017-5202-4","Article"
"DNA double-strand breaks in blood lymphocytes induced by two-day 99mTc-MIBI myocardial perfusion scintigraphy","European Radiology","","","","10.1007/s00330-017-5239-4","Matthias RiefLisa HartmannDominik GeiselFelicitas RichterWinfried BrennerMarc Dewey","2018","http://link.springer.com/article/10.1007/s00330-017-5239-4","Article"
"Medial temporal lobe atrophy ratings in a large 75-year-old population-based cohort: gender-corrected and education-corrected normative data","European Radiology","","28","4","10.1007/s00330-017-5103-6","V. VelickaiteD. FerreiraL. CavallinL. LindH. AhlströmL. KilanderE. WestmanE.-M. Larsson","2018","http://link.springer.com/article/10.1007/s00330-017-5103-6","Article"
"Are growth patterns on MRI in small (< 4 cm) solid renal masses useful for predicting benign histology?","European Radiology","","","","10.1007/s00330-018-5324-3","Robert S. LimMatthew D. F. McInnesMahadevaswamy SiddaiahTrevor A. FloodLuke T. LavalleeNicola Schieda","2018","http://link.springer.com/article/10.1007/s00330-018-5324-3","Article"
"Prostate cancer detection among readers with different degree of experience using ultra-high b-value diffusion-weighted Imaging: Is a non-contrast protocol sufficient to detect significant cancer?","European Radiology","","28","2","10.1007/s00330-017-5004-8","D. HausmannN. AksözJ. von HardenbergT. MartiniN. WesthoffS. BuettnerS.O. SchoenbergP. Riffel","2018","http://link.springer.com/article/10.1007/s00330-017-5004-8","Article"
"Early percutaneous vertebroplasty helps motorsport professionals to resume competition soon after vertebral fracture","European Radiology","","","","10.1007/s00330-017-5250-9","Nicolas Amoretti","2018","http://link.springer.com/article/10.1007/s00330-017-5250-9","Article"
"Radiomic signature as a diagnostic factor for histologic subtype classification of non-small cell lung cancer","European Radiology","","","","10.1007/s00330-017-5221-1","Xinzhong ZhuDi DongZhendong ChenMengjie FangLiwen ZhangJiangdian SongDongdong YuYali ZangZhenyu LiuJingyun ShiJie Tian","2018","http://link.springer.com/article/10.1007/s00330-017-5221-1","Article"
"Magnetic resonance with diffusion-weighted imaging improves assessment of focal liver lesions in patients with potentially resectable pancreatic cancer on CT","European Radiology","","","","10.1007/s00330-017-5258-1","Sun Kyung JeonJeong Min LeeIjin JooDong Ho LeeSu Joa AhnHyunsik WooMyoung Seok LeeJin-Young JangJoon Koo Han","2018","http://link.springer.com/article/10.1007/s00330-017-5258-1","Article"
"Accuracy of apparent diffusion coefficient in differentiating pancreatic neuroendocrine tumour from intrapancreatic accessory spleen","European Radiology","","28","4","10.1007/s00330-017-5122-3","Ankur PandeyPallavi PandeyMounes Aliyari GhasabehFarnaz Najmi VarzanehPegah KhoshpouriNannan ShaoManijeh Zargham PourDaniel Fadaei FouladiRalph H. HrubanAnne Marie O’Broin-LennonIhab R. Kamel","2018","http://link.springer.com/article/10.1007/s00330-017-5122-3","Article"
"Iodine-based contrast media, multiple myeloma and monoclonal gammopathies: literature review and ESUR Contrast Media Safety Committee guidelines","European Radiology","","28","2","10.1007/s00330-017-5023-5","Fulvio StaculMichele BertolottoHenrik S. ThomsenGabriele PozzatoDonatella UgoliniMarie-France BellinGeorg BongartzOlivier ClementGertraud Heinz-PeerAart van der MolenPeter ReimerJudith A. W. Webb","2018","http://link.springer.com/article/10.1007/s00330-017-5023-5","Article"
"Feasibility study of MR-guided transgluteal targeted in-bore biopsy for suspicious lesions of the prostate at 3 Tesla using a freehand approach","European Radiology","","","","10.1007/s00330-017-5187-z","Frank FischbachLukas WienSascha KruegerBernhard SchnackenburgDaniel BaumunkBjörn FriebeMartin SchostakJens RickeKatharina Fischbach","2018","http://link.springer.com/article/10.1007/s00330-017-5187-z","Article"
"Comparison between MRI with MR cholangiopancreatography and endoscopic ultrasonography for differentiating malignant from benign mucinous neoplasms of the pancreas","European Radiology","","28","1","10.1007/s00330-017-4926-5","Jiyoung HwangYoung Kon KimJi Hye MinWoo Kyung JeongSeong Sook HongHyun-joo Kim","2018","http://link.springer.com/article/10.1007/s00330-017-4926-5","Article"
"Differences in myocardial strain between pectus excavatum patients and healthy subjects assessed by cardiac MRI: a pilot study","European Radiology","","28","3","10.1007/s00330-017-5042-2","André LollertTilman EmrichJakob EichstädtChristoph KampmannTariq Abu-TairSalmai TurialChristoph DüberKarl-Friedrich KreitnerGundula Staatz","2018","http://link.springer.com/article/10.1007/s00330-017-5042-2","Article"
"Apparent diffusion coefficient of vertebral haemangiomas allows differentiation from malignant focal deposits in whole-body diffusion-weighted MRI","European Radiology","","28","4","10.1007/s00330-017-5079-2","Jessica M. WinfieldGabriele PoillucciMatthew D. BlackledgeDavid J. CollinsVallari ShahNina TunariuMartin F. KaiserChristina Messiou","2018","http://link.springer.com/article/10.1007/s00330-017-5079-2","Article"
"Comparison of transient severe motion in gadoxetate disodium and gadopentetate dimeglumine-enhanced MRI: effect of modified breath-holding method","European Radiology","","28","3","10.1007/s00330-017-5070-y","Ji Soo SongEun Jung ChoiEun Hae ParkJu-Hyung Lee","2018","http://link.springer.com/article/10.1007/s00330-017-5070-y","Article"
"Significance of hyperechoic marks observed during high-intensity focused ultrasound (HIFU) ablation of benign thyroid nodules","European Radiology","","","","10.1007/s00330-017-5207-z","Brian H.H. LangYu-Cho WooKeith Wan-Hang Chiu","2018","http://link.springer.com/article/10.1007/s00330-017-5207-z","Article"
"Development and validation of a prognostic model incorporating texture analysis derived from standardised segmentation of PET in patients with oesophageal cancer","European Radiology","","28","1","10.1007/s00330-017-4973-y","Kieran G FoleyRobert K. HillsBeatrice BerthonChristopher MarshallCraig ParkinsonWyn G. LewisTom D. L. CrosbyEmiliano SpeziStuart Ashley Roberts","2018","http://link.springer.com/article/10.1007/s00330-017-4973-y","Article"
"Could IVIM and ADC help in predicting the KRAS status in patients with rectal cancer?","European Radiology","","","","10.1007/s00330-018-5329-y","Yanyan XuQiaoyu XuHongliang SunTongxi LiuKaining ShiWu Wang","2018","http://link.springer.com/article/10.1007/s00330-018-5329-y","Article"
"Dynamic non-invasive ASL perfusion imaging of a normal pancreas with secretin augmented MR imaging","European Radiology","","","","10.1007/s00330-017-5227-8","Khoschy SchawkatMichael IthAndreas ChristeWolfgang KühnYojena ChittazhathuLauren BainsVal Murray RungeJohannes T. Heverhagen","2018","http://link.springer.com/article/10.1007/s00330-017-5227-8","Article"
"Correlation between the availability of dopamine transporter and olfactory function in healthy subjects","European Radiology","","28","4","10.1007/s00330-017-5147-7","Kyoungjune PakKeunyoung KimMyung Jun LeeJae Meen LeeBum Soo KimSeong-Jang KimIn Joo Kim","2018","http://link.springer.com/article/10.1007/s00330-017-5147-7","Article"
"Late gadolinium enhancement of colorectal liver metastases post-chemotherapy is associated with tumour fibrosis and overall survival post-hepatectomy","European Radiology","","","","10.1007/s00330-018-5331-4","Helen M. C. CheungPaul J. KaranicolasEugene HsiehNatalie CoburnTishan MarajJin K. KimHowaida ElhakimMasoom A. HaiderCalvin LawLaurent Milot","2018","http://link.springer.com/article/10.1007/s00330-018-5331-4","Article"
"The performance of 3D ABUS versus HHUS in the visualisation and BI-RADS characterisation of breast lesions in a large cohort of 1,886 women","European Radiology","","28","2","10.1007/s00330-017-5011-9","Athina VourtsisAspasia Kachulis","2018","http://link.springer.com/article/10.1007/s00330-017-5011-9","Article"
"Late iodine enhancement computed tomography with image subtraction for assessment of myocardial infarction","European Radiology","","28","3","10.1007/s00330-017-5048-9","Yuki TanabeTeruhito KidoAkira KurataTakanori KouchiNaoki FukuyamaTakahiro YokoiTeruyoshi UetaniNatsumi YamashitaMasao MiyagawaTeruhito Mochizuki","2018","http://link.springer.com/article/10.1007/s00330-017-5048-9","Article"
"An open-label, prospective, observational study of the efficacy of bisphosphonate therapy for painful osteoid osteoma","European Radiology","","28","2","10.1007/s00330-017-5019-1","Valérie BoussonTifenn LeturcqHang-Korng EaOlivier HaugerNadia Mehsen-CetreBassam HamzéCaroline Parlier-CuauJean-Denis LaredoThierry SchaeverbekePhilippe Orcel","2018","http://link.springer.com/article/10.1007/s00330-017-5019-1","Article"
"The influence of microvascular injury on native T1 and T2* relaxation values after acute myocardial infarction: implications for non-contrast-enhanced infarct assessment","European Radiology","","28","2","10.1007/s00330-017-5010-x","Lourens F. H. J. RobbersRobin NijveldtAernout M. BeekPaul F. A. TeunissenMaurits R. HollanderP. Stefan BiesbroekHenk EveraarsPeter M. van de VenMark B. M. HofmanNiels van RoyenAlbert C. van Rossum","2018","http://link.springer.com/article/10.1007/s00330-017-5010-x","Article"
"Pulmonary arteriovenous malformations in hereditary haemorrhagic telangiectasia: Correlations between computed tomography findings and cerebral complications","European Radiology","","28","3","10.1007/s00330-017-5047-x","Johan EtievantSalim Si-MohamedNicolas VinurelSophie Dupuis-GirodEvelyne DecullierDelphine GamondesChahera KhouatraVincent CottinDidier Revel","2018","http://link.springer.com/article/10.1007/s00330-017-5047-x","Article"
"Development of a reliable simulation-based test for diagnostic abdominal ultrasound with a pass/fail standard usable for mastery learning","European Radiology","","28","1","10.1007/s00330-017-4913-x","Mia L. ØstergaardKristina R. NielsenElisabeth Albrecht-BesteLars KongeMichael B. Nielsen","2018","http://link.springer.com/article/10.1007/s00330-017-4913-x","Article"
"Contrast-enhanced MRI findings of the knee in healthy children; establishing normal values","European Radiology","","28","3","10.1007/s00330-017-5067-6","Robert HemkeJ. Merlijn van den BergCharlotte M. NusmanE. Charlotte van GulikAnouk M. BarendregtDieneke Schonenberg-MeinemaKoert M. DolmanTaco W. KuijpersMario Maas","2018","http://link.springer.com/article/10.1007/s00330-017-5067-6","Article"
"Radiologist involvement is associated with reduced use of MRI in the acute period of low back pain in a non-elderly population","European Radiology","","28","4","10.1007/s00330-017-5086-3","Kanako K. KumamaruYukiko SanoHiraku KumamaruMasaaki HoriTomohiro TakamuraRyusuke IrieMichimasa SuzukiAkifumi HagiwaraKoji KamagataAtsushi NakanishiShigeki Aoki","2018","http://link.springer.com/article/10.1007/s00330-017-5086-3","Article"
"Greater occipital nerve infiltration under MR guidance: Feasibility study and preliminary results","European Radiology","","28","2","10.1007/s00330-017-4952-3","Adrian KastlerRomain PerolatBruno KastlerCaroline Maindet-DominiciJan FritzAlim Louis BenabidStephan ChabardesAlexandre Krainik","2018","http://link.springer.com/article/10.1007/s00330-017-4952-3","Article"
"Multi-parametric MRI in cervical cancer: early prediction of response to concurrent chemoradiotherapy in combination with clinical prognostic factors","European Radiology","","28","1","10.1007/s00330-017-4989-3","Wei YangJin Wei QiangHai Ping TianBing ChenAi Jun WangJian Guo Zhao","2018","http://link.springer.com/article/10.1007/s00330-017-4989-3","Article"
"Contrast media injection protocol optimization for dual-energy coronary CT angiography: results from a circulation phantom","European Radiology","","","","10.1007/s00330-018-5308-3","Domenico De SantisDamiano CarusoU. Joseph SchoepfMarwen EidMoritz H. AlbrechtTaylor M. DuguayAkos Varga-SzemesAndrea LaghiCarlo N. De Cecco","2018","http://link.springer.com/article/10.1007/s00330-018-5308-3","Article"
"Pasireotide does not improve efficacy of aspiration sclerotherapy in patients with large hepatic cysts, a randomized controlled trial","European Radiology","","","","10.1007/s00330-017-5205-1","Titus F. M. WijnandsTom J. G. GeversMarten A. LantingaRené H. te MorscheLeo J. Schultze KoolJoost P. H. Drenth","2018","http://link.springer.com/article/10.1007/s00330-017-5205-1","Article"
"Structured reports of videofluoroscopic swallowing studies have the potential to improve overall report quality compared to free text reports","European Radiology","","28","1","10.1007/s00330-017-4971-0","Franziska SchoeppeWieland H. SommerMareike HaackMiriam HavelMarika RheinwaldJuliane WechtenbruchMartin R. FischerFelix G. MeinelBastian O. SabelNora N. Sommer","2018","http://link.springer.com/article/10.1007/s00330-017-4971-0","Article"
"MRI-based decision tree model for diagnosis of biliary atresia","European Radiology","","","","10.1007/s00330-018-5327-0","Yong Hee KimMyung-Joon KimHyun Joo ShinHaesung YoonSeok Joo HanHong KohYun Ho RohMi-Jung Lee","2018","http://link.springer.com/article/10.1007/s00330-018-5327-0","Article"
"Pulmonary mucormycosis: serial morphologic changes on computed tomography correlate with clinical and pathologic findings","European Radiology","","28","2","10.1007/s00330-017-5007-5","Bo Da NamTae Jung KimKyung Soo LeeTae Sung KimJoungho HanMyung Jin Chung","2018","http://link.springer.com/article/10.1007/s00330-017-5007-5","Article"
"Association of weight change with progression of meniscal intrasubstance degeneration over 48 months: Data from the Osteoarthritis Initiative","European Radiology","","28","3","10.1007/s00330-017-5054-y","Julio Brandao GuimaraesMichael C. NevittCharles E. McCullochBenedikt J. SchwaigerAlexandra S. GersingLuca FacchettiMatthew D. BucknorNattagan ChanchekFelix LiuGabby B. JosephThomas M. Link","2018","http://link.springer.com/article/10.1007/s00330-017-5054-y","Article"
"MRI-based detection of renal artery abnormalities related to renal denervation by catheter-based radiofrequency ablation in drug resistant hypertensive patients","European Radiology","","","","10.1007/s00330-017-5272-3","Monica SigovanSalim Si-MohamedPierre-Yves CourandBrahim HarbaouiMarc SapovalSébastien BrosPhilippe C. DouekPierre LantelmeLoic Boussel","2018","http://link.springer.com/article/10.1007/s00330-017-5272-3","Article"
"Hyoscine butylbromide significantly decreases motion artefacts and allows better delineation of anatomic structures in mp-MRI of the prostate","European Radiology","","28","1","10.1007/s00330-017-4940-7","T. UllrichM. QuentinA. K. SchmaltzC. ArsovC. RubbertD. BlondinR. RabenaltP. AlbersG. AntochL. Schimmöller","2018","http://link.springer.com/article/10.1007/s00330-017-4940-7","Article"
"Epidural steroid injection-related events requiring hospitalisation or emergency room visits among 52,935 procedures performed at a single centre","European Radiology","","28","1","10.1007/s00330-017-4977-7","Joon Woo LeeEugene LeeGuen Young LeeYusuhn KangJoong Mo AhnHeung Sik Kang","2018","http://link.springer.com/article/10.1007/s00330-017-4977-7","Article"
"Radiation protection: Factors influencing compliance to referral guidelines in minor chest trauma","European Radiology","","28","4","10.1007/s00330-017-5093-4","Denis TackFabian LouagéAlain Van MuylemNigel HowarthPierre Alain Gevenois","2018","http://link.springer.com/article/10.1007/s00330-017-5093-4","Article"
"Helical CT with variable target noise levels for dose reduction in chest, abdomen and pelvis CT","European Radiology","","","","10.1007/s00330-018-5315-4","Patrik RogallaMadhusudan ParavasthuChristin FarrellSonja Kandel","2018","http://link.springer.com/article/10.1007/s00330-018-5315-4","Article"
"Distribution patterns of microcalcifications in suspected thyroid carcinoma: a classification method helpful for diagnosis","European Radiology","","","","10.1007/s00330-017-5212-2","Chun-ping NingQing-lian JiShi-bao FangHong-qiao WangYan-mi ZhongHai-tao Niu","2018","http://link.springer.com/article/10.1007/s00330-017-5212-2","Article"
"High-pitch low-voltage CT coronary artery calcium scoring with tin filtration: accuracy and radiation dose reduction","European Radiology","","","","10.1007/s00330-017-5249-2","Georg ApfaltrerMoritz H. AlbrechtU. Joseph SchoepfTaylor M. DuguayCarlo N. De CeccoJohn W. NanceDomenico De SantisPaul ApfaltrerMarwen H. EidChelsea D. EasonZachary M. ThompsonMaximilian J. BauerAkos Varga-SzemesBrian E. JacobsErich SorantinChristian Tesche","2018","http://link.springer.com/article/10.1007/s00330-017-5249-2","Article"
"Assessment of image quality in abdominal CT: potential dose reduction with model-based iterative reconstruction","European Radiology","","","","10.1007/s00330-017-5113-4","Bharti KatariaJonas Nilsson AlthénÖrjan SmedbyAnders PerssonHannibal SökjerMichael Sandborg","2018","http://link.springer.com/article/10.1007/s00330-017-5113-4","Article"
"Magnetic resonance cholangiopancreatography with GRASE sequence at 3.0T: does it improve image quality and acquisition time as compared with 3D TSE?","European Radiology","","","","10.1007/s00330-017-5240-y","Morikatsu YoshidaTakeshi NakauraTaihei InoueShota TanoueSentaro TakadaDaisuke UtsunomiyaShota TsumagariKazunori HaradaYasuyuki Yamashita","2018","http://link.springer.com/article/10.1007/s00330-017-5240-y","Article"
"Detection of early cartilage damage: feasibility and potential of gagCEST imaging at 7T","European Radiology","","","","10.1007/s00330-017-5277-y","Sander BrinkhofRazmara NizakVitaliy KhlebnikovJeanine J. PrompersDennis W.J. KlompDaniel B.F. Saris","2018","http://link.springer.com/article/10.1007/s00330-017-5277-y","Article"
"In vivo imaging of saccular hydrops in humans reflects sensorineural hearing loss rather than Meniere’s disease symptoms","European Radiology","","","","10.1007/s00330-017-5260-7","Arnaud AttyéMichael EliezerMaud MediciIrène TropresGeorges DumasAlexandre KrainikSébastien Schmerber","2018","http://link.springer.com/article/10.1007/s00330-017-5260-7","Article"
"The role of breast tomosynthesis in a predominantly dense breast population at a tertiary breast centre: breast density assessment and diagnostic performance in comparison with MRI","European Radiology","","","","10.1007/s00330-017-5297-7","Daniel FörnvikMasako KataokaMami IimaAkane OhashiShotaro KanaoMasakazu ToiKaori Togashi","2018","http://link.springer.com/article/10.1007/s00330-017-5297-7","Article"
"Prediction of post-TACE necrosis of hepatocellular carcinoma usingvolumetric enhancement on MRI and volumetric oil deposition on CT, with pathological correlation","European Radiology","","","","10.1007/s00330-017-5198-9","Farnaz Najmi VarzanehAnkur PandeyMounes Aliyari GhasabehNannan ShaoPegah KhoshpouriPallavi PandeyManijeh ZarghampourDaniel FouladiRobert LiddellRobert Albert AndersIhab R. Kamel","2018","http://link.springer.com/article/10.1007/s00330-017-5198-9","Article"
"Scan time reduction in diffusion-weighted imaging of the pancreas using a simultaneous multislice technique with different acceleration factors: How fast can we go?","European Radiology","","28","4","10.1007/s00330-017-5132-1","Jana TaronPetros MartirosianThomas KuestnerNina F. SchwenzerAhmed OthmanJakob WeißMike NotohamiprodjoKonstantin NikolaouChristina Schraml","2018","http://link.springer.com/article/10.1007/s00330-017-5132-1","Article"
"Imaging features of microvascular invasion in hepatocellular carcinoma developed after direct-acting antiviral therapy in HCV-related cirrhosis","European Radiology","","28","2","10.1007/s00330-017-5033-3","Matteo RenzulliFederica BuonfiglioliFabio ContiStefano BrocchiIlaria SerioFrancesco Giuseppe FoschiPaolo CaraceniGiuseppe MazzellaGabriella VerucchiRita GolfieriPietro AndreoneStefano Brillanti","2018","http://link.springer.com/article/10.1007/s00330-017-5033-3","Article"
"Determination of single-kidney glomerular filtration rate (GFR) with CT urography versus renal dynamic imaging Gates method","European Radiology","","28","3","10.1007/s00330-017-5061-z","Shan YouXianWu MaChangZhu ZhangQiang LiWenWei ShiJing ZhangXiaoDong Yuan","2018","http://link.springer.com/article/10.1007/s00330-017-5061-z","Article"
"MRI features can predict EGFR expression in lower grade gliomas: A voxel-based radiomic analysis","European Radiology","","28","1","10.1007/s00330-017-4964-z","Yiming LiXing LiuKaibin XuZenghui QianKai WangXing FanShaowu LiYinyan WangTao Jiang","2018","http://link.springer.com/article/10.1007/s00330-017-4964-z","Article"
"Non-invasive radiomics approach potentially predicts non-functioning pituitary adenomas subtypes before surgery","European Radiology","","","","10.1007/s00330-017-5180-6","Shuaitong ZhangGuidong SongYali ZangJian JiaChao WangChuzhong LiJie TianDi DongYazhuo Zhang","2018","http://link.springer.com/article/10.1007/s00330-017-5180-6","Article"
"Comparison of virtual monoenergetic and polyenergetic images reconstructed from dual-layer detector CT angiography of the head and neck","European Radiology","","28","3","10.1007/s00330-017-5081-8","Victor NeuhausNils Große HokampNuran AbdullayevVolker MausChristoph KabbaschAnastasios MpotsarisDavid MaintzJan Borggrefe","2018","http://link.springer.com/article/10.1007/s00330-017-5081-8","Article"
"The value of contrast-enhanced ultrasound for sentinel lymph node identification and characterisation in pre-operative breast cancer patients: A prospective study","European Radiology","","28","4","10.1007/s00330-017-5089-0","Jing ZhaoJing ZhangQing-Li ZhuYu-Xin JiangQiang SunYi-Dong ZhouMiao-Qian WangZhi-Lan MengXin-Xin Mao","2018","http://link.springer.com/article/10.1007/s00330-017-5089-0","Article"
"Normalized STEAM-based diffusion tensor imaging provides a robust assessment of muscle tears in football players: preliminary results of a new approach to evaluate muscle injuries","European Radiology","","","","10.1007/s00330-017-5218-9","Chiara GiraudoStanislav MotykaMichael WeberManuela KarnerChristoph ResingerThorsten FeiweierSiegfried TrattnigWolfgang Bogner","2018","http://link.springer.com/article/10.1007/s00330-017-5218-9","Article"
"Myocardial iodine concentration measurement using dual-energy computed tomography for the diagnosis of cardiac amyloidosis: a pilot study","European Radiology","","28","2","10.1007/s00330-017-4984-8","Virgile ChevanceThibaud DamyVania TacherFrançois LegouFourat RidouaniAlain LucianiHicham KobeiterAlain RahmouniJean-François Deux","2018","http://link.springer.com/article/10.1007/s00330-017-4984-8","Article"
"Anterolateral ligament injuries in knees with an anterior cruciate ligament tear: Contribution of ultrasonography and MRI","European Radiology","","28","1","10.1007/s00330-017-4955-0","Marie Faruch BilfeldEtienne CavaignacKarine WytrykowskiOlivia ConstansFranck LapègueHélène Chiavassa GandoisAhmed LarbiNicolas Sans","2018","http://link.springer.com/article/10.1007/s00330-017-4955-0","Article"
