dois,license,journal_title,publisher,issued,issn_type.x,issn,year_flipped,issn_type.y
10.1038/ncomms14509,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14524,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14506,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms10179,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2015,issn_1,2041-1723,2015,issn
10.1038/ncomms10260,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2015,issn_1,2041-1723,2015,issn
10.1038/ncomms10140,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2015,issn_1,2041-1723,2015,issn
10.1038/ncomms10215,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2015,issn_1,2041-1723,2015,issn
10.1038/ncomms10210,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2015,issn_1,2041-1723,2015,issn
10.1038/ncomms14591,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14131,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14510,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms10157,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2015,issn_1,2041-1723,2015,issn
10.1038/ncomms10154,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2015,issn_1,2041-1723,2015,issn
10.1038/ncomms10209,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2015,issn_1,2041-1723,2015,issn
10.1038/ncomms10182,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2015,issn_1,2041-1723,2015,issn
10.1038/ncomms14389,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14393,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14554,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14592,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14280,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14605,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms10250,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2015,issn_1,2041-1723,2015,issn
10.1038/ncomms10205,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2015,issn_1,2041-1723,2015,issn
10.1038/ncomms10249,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2015,issn_1,2041-1723,2015,issn
10.1038/ncomms13980,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14582,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14546,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14602,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms10247,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2015,issn_1,2041-1723,2015,issn
10.1038/ncomms14576,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14481,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14414,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14447,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14376,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14113,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms9959,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10200,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10234,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10225,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10236,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10253,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms14616,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14624,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14639,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14640,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14660,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14651,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms10108,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10175,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10153,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10184,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10281,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10298,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10307,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10187,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10129,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10227,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10288,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10194,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10314,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10317,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms14618,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14578,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14625,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14603,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14535,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14614,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14581,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14536,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14583,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14667,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14676,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14721,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms10222,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10290,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10285,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10151,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10242,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10294,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10218,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10255,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10240,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms14674,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14696,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14289,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14658,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14694,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms10272,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10087,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10275,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10335,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms14697,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14715,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14683,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14638,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms10302,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10343,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10356,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms14566,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14729,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14717,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14706,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14732,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14635,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14666,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14671,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14688,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms10361,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms14654,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14814,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14815,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14698,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14645,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms10315,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10414,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10405,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10296,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10400,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10273,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10058,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10316,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms14689,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14725,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms10319,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10420,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10463,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10333,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10384,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10412,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10485,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10378,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms14776,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14796,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14646,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms10328,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10353,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10419,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10352,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10388,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10401,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10430,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10360,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10473,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms14777,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14752,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14600,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14794,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14775,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14833,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14799,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14797,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms10519,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10383,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10411,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10488,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10449,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10297,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10475,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10300,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10423,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10138,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10480,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10471,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10462,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10251,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms14758,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14784,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14871,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms10322,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10422,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10451,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10468,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms14767,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14772,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms10371,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10274,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10522,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10466,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms14611,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14913,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14824,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14846,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14779,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms10565,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10520,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10558,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10496,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10337,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10458,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10311,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms14813,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14854,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14918,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14862,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms10402,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10270,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10202,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10190,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10438,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10407,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10406,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms14757,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14839,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms14685,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/ncomms10590,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10491,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10636,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10586,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10521,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10653,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
10.1038/ncomms10454,https://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2016,issn_1,2041-1723,2015,issn
