period,journal_title,country,hybrid_type,oapc_n_year
2015,British Journal of Dermatology,AUT,Open APC (Hybrid),1
2015,British Journal of Dermatology,GBR,Open APC (Hybrid),7
2015,British Journal of Haematology,AUT,Open APC (Hybrid),1
2015,British Journal of Haematology,GBR,Open APC (Hybrid),6
2015,British Journal of Health Psychology,GBR,Open APC (Hybrid),2
2015,British Journal of Management,GBR,Open APC (Hybrid),1
2015,British Journal of Pharmacology,AUT,Open APC (Hybrid),3
2015,British Journal of Pharmacology,GBR,Open APC (Hybrid),9
2015,British Journal of Surgery,GBR,Open APC (Hybrid),1
2015,Bulletin of Mathematical Biology,GBR,Open APC (Hybrid),3
2015,Bulletin of Mathematical Biology,GBR,Open APC (Offsetting),1
2015,Bulletin of Mathematical Biology,NLD,Open APC (Offsetting),1
2015,Bulletin of Volcanology,GBR,Open APC (Hybrid),5
2015,Calcified Tissue International,GBR,Open APC (Offsetting),1
2015,Calcified Tissue International,NLD,Open APC (Offsetting),6
2015,Calculus of Variations and Partial Differential Equations,DEU,Open APC (Offsetting),1
2015,Calculus of Variations and Partial Differential Equations,GBR,Open APC (Hybrid),2
2015,Calphad,AUT,Open APC (Hybrid),1
2015,Canadian Journal of Anesthesia/Journal canadien d'anesthésie,NLD,Open APC (Offsetting),2
2015,Canadian Journal of Cardiology,GBR,Open APC (Hybrid),1
2015,Cancer,GBR,Open APC (Hybrid),1
2015,Cancer and Metastasis Reviews,GBR,Open APC (Hybrid),2
2015,Cancer and Metastasis Reviews,NLD,Open APC (Offsetting),2
2015,Cancer Causes & Control,GBR,Open APC (Hybrid),2
2015,Cancer Causes & Control,NLD,Open APC (Offsetting),1
2015,Cancer Cell,GBR,Open APC (Hybrid),3
2015,Cancer Chemotherapy and Pharmacology,GBR,Open APC (Offsetting),1
2015,Cancer Chemotherapy and Pharmacology,NLD,Open APC (Offsetting),2
2015,Cancer Epidemiology,GBR,Open APC (Hybrid),3
2015,"Cancer Immunology, Immunotherapy",AUT,Open APC (Hybrid),1
2015,"Cancer Immunology, Immunotherapy",GBR,Open APC (Hybrid),1
2015,"Cancer Immunology, Immunotherapy",NLD,Open APC (Offsetting),11
2015,Cancer Letters,GBR,Open APC (Hybrid),4
2015,Carbohydrate Polymers,SWE,Open APC (Hybrid),1
2015,Carbohydrate Research,GBR,Open APC (Hybrid),1
2015,Carbon,GBR,Open APC (Hybrid),7
2015,CardioVascular and Interventional Radiology,NLD,Open APC (Offsetting),8
2015,Cardiovascular Drugs and Therapy,GBR,Open APC (Hybrid),3
2015,Cardiovascular Drugs and Therapy,NLD,Open APC (Offsetting),2
2015,Catalysis Letters,AUT,Open APC (Hybrid),1
2015,Catalysis Letters,GBR,Open APC (Hybrid),1
2015,Catalysis Letters,GBR,Open APC (Offsetting),1
2015,Catalysis Science & Technology,AUT,Open APC (Hybrid),1
2015,Catalysis Science & Technology,GBR,Open APC (Hybrid),2
2015,CEAS Space Journal,NLD,Open APC (Offsetting),1
2015,Celestial Mechanics and Dynamical Astronomy,GBR,Open APC (Offsetting),1
2015,Celestial Mechanics and Dynamical Astronomy,NLD,Open APC (Offsetting),1
2015,Cell,AUT,Open APC (Hybrid),2
2015,Cell,GBR,Open APC (Hybrid),9
2015,Cell and Tissue Research,AUT,Open APC (Hybrid),1
2015,Cell and Tissue Research,GBR,Open APC (Hybrid),2
2015,Cell and Tissue Research,NLD,Open APC (Offsetting),7
2015,Cell Biochemistry and Biophysics,AUT,Open APC (Hybrid),1
2015,Cell Biochemistry and Function,GBR,Open APC (Hybrid),1
2015,Cell Biology and Toxicology,NLD,Open APC (Offsetting),1
2015,Cell Calcium,GBR,Open APC (Hybrid),3
2015,Cell Death & Differentiation,AUT,Open APC (Hybrid),4
2015,Cell Death & Differentiation,GBR,Open APC (Hybrid),2
2015,Cell Host & Microbe,GBR,Open APC (Hybrid),8
2015,Cell Metabolism,AUT,Open APC (Hybrid),1
2015,Cell Metabolism,GBR,Open APC (Hybrid),2
2015,Cell Stem Cell,GBR,Open APC (Hybrid),2
2015,Cell Systems,GBR,Open APC (Hybrid),1
2015,Cellular & Molecular Immunology,AUT,Open APC (Hybrid),1
2015,Cellular & Molecular Immunology,GBR,Open APC (Hybrid),2
2015,Cellular and Molecular Life Sciences,AUT,Open APC (Hybrid),1
2015,Cellular and Molecular Life Sciences,GBR,Open APC (Hybrid),2
2015,Cellular and Molecular Life Sciences,GBR,Open APC (Offsetting),2
2015,Cellular and Molecular Life Sciences,NLD,Open APC (Offsetting),10
2015,Cellular Microbiology,GBR,Open APC (Hybrid),3
2015,Cellular Oncology,NLD,Open APC (Offsetting),3
2015,Cellular Signalling,GBR,Open APC (Hybrid),3
2015,Cellulose,AUT,Open APC (Hybrid),1
2015,Cellulose,GBR,Open APC (Offsetting),1
2015,Central European Journal of Operations Research,NLD,Open APC (Offsetting),1
2015,Ceramics International,GBR,Open APC (Hybrid),1
2015,Cerebrovascular Diseases,GBR,Open APC (Hybrid),2
2015,ChemBioChem,AUT,Open APC (Hybrid),1
2015,ChemBioChem,GBR,Open APC (Hybrid),10
2015,ChemCatChem,AUT,Open APC (Hybrid),1
2015,ChemCatChem,GBR,Open APC (Hybrid),3
2015,ChemElectroChem,GBR,Open APC (Hybrid),2
2015,Chemical Communications,AUT,Open APC (Hybrid),1
2015,Chemical Communications,GBR,Open APC (Hybrid),26
2015,Chemical Engineering and Processing: Process Intensification,GBR,Open APC (Hybrid),1
2015,Chemical Engineering Journal,GBR,Open APC (Hybrid),4
2015,Chemical Engineering Research and Design,GBR,Open APC (Hybrid),1
2015,Chemical Engineering Science,GBR,Open APC (Hybrid),9
2015,Chemical Geology,DEU,Open APC (Hybrid),1
2015,Chemical Geology,GBR,Open APC (Hybrid),5
2015,Chemical Physics,AUT,Open APC (Hybrid),1
2015,Chemical Physics Letters,AUT,Open APC (Hybrid),1
2015,Chemical Physics Letters,GBR,Open APC (Hybrid),1
2015,Chemical Reviews,AUT,Open APC (Hybrid),1
2015,Chemical Reviews,GBR,Open APC (Hybrid),4
2015,Chemical Society Reviews,GBR,Open APC (Hybrid),2
2015,Chemistry - A European Journal,AUT,Open APC (Hybrid),7
2015,Chemistry - A European Journal,GBR,Open APC (Hybrid),33
2015,Chemistry & Biology,GBR,Open APC (Hybrid),5
2015,Chemistry of Materials,GBR,Open APC (Hybrid),10
2015,ChemMedChem,GBR,Open APC (Hybrid),3
2015,Chemosphere,GBR,Open APC (Hybrid),1
2015,ChemPhysChem,AUT,Open APC (Hybrid),3
2015,ChemPhysChem,GBR,Open APC (Hybrid),1
2015,ChemSusChem,GBR,Open APC (Hybrid),1
2015,Chest,GBR,Open APC (Hybrid),2
2015,Child & Youth Care Forum,GBR,Open APC (Offsetting),1
2015,Child & Youth Care Forum,NLD,Open APC (Offsetting),2
2015,Child Development,GBR,Open APC (Hybrid),1
2015,Child Indicators Research,NLD,Open APC (Offsetting),1
2015,Child Psychiatry & Human Development,NLD,Open APC (Offsetting),3
2015,"Child: Care, Health and Development",GBR,Open APC (Hybrid),1
2015,Child's Nervous System,GBR,Open APC (Offsetting),1
2015,Child's Nervous System,NLD,Open APC (Offsetting),1
2015,Children & Society,GBR,Open APC (Hybrid),1
2015,Children's Literature in Education,NLD,Open APC (Offsetting),1
2015,Chromosoma,AUT,Open APC (Hybrid),1
2015,Chromosoma,DEU,Open APC (Offsetting),2
2015,Chromosoma,GBR,Open APC (Offsetting),1
2015,Chromosoma,NLD,Open APC (Offsetting),2
2015,Chromosome Research,GBR,Open APC (Hybrid),1
2015,"Circuits, Systems, and Signal Processing",GBR,Open APC (Offsetting),2
2015,Cladistics,AUT,Open APC (Hybrid),1
2015,Classical and Quantum Gravity,AUT,Open APC (Hybrid),3
2015,Classical and Quantum Gravity,GBR,Open APC (Hybrid),1
2015,Climate Dynamics,AUT,Open APC (Hybrid),1
2015,Climate Dynamics,GBR,Open APC (Hybrid),3
2015,Climate Dynamics,NLD,Open APC (Offsetting),1
2015,Climatic Change,GBR,Open APC (Hybrid),4
2015,Climatic Change,NLD,Open APC (Offsetting),3
2015,Clinical & Experimental Allergy,GBR,Open APC (Hybrid),3
2015,Clinical & Experimental Immunology,GBR,Open APC (Hybrid),7
2015,Clinical & Experimental Metastasis,GBR,Open APC (Offsetting),3
2015,Clinical and Experimental Dermatology,GBR,Open APC (Hybrid),1
2015,Clinical and Translational Imaging,NLD,Open APC (Offsetting),2
2015,Clinical Autonomic Research,AUT,Open APC (Hybrid),1
2015,Clinical Autonomic Research,NLD,Open APC (Offsetting),1
2015,Clinical Biomechanics,GBR,Open APC (Hybrid),2
2015,Clinical Cardiology,GBR,Open APC (Hybrid),1
2015,Clinical Child and Family Psychology Review,NLD,Open APC (Offsetting),1
2015,Clinical Endocrinology,GBR,Open APC (Hybrid),1
2015,Clinical Genetics,GBR,Open APC (Hybrid),1
2015,Clinical Immunology,GBR,Open APC (Hybrid),2
2015,Clinical Microbiology and Infection,GBR,Open APC (Hybrid),2
2015,Clinical Neurophysiology,GBR,Open APC (Hybrid),2
2015,Clinical Neuroradiology,NLD,Open APC (Offsetting),2
2015,Clinical Oncology,GBR,Open APC (Hybrid),1
2015,Clinical Oral Investigations,GBR,Open APC (Hybrid),1
2015,Clinical Oral Investigations,NLD,Open APC (Offsetting),10
2015,Clinical Orthopaedics and Related Research®,NLD,Open APC (Offsetting),6
2015,Clinical Pharmacokinetics,NLD,Open APC (Offsetting),8
2015,Clinical Psychology Review,GBR,Open APC (Hybrid),1
2015,Clinical Radiology,GBR,Open APC (Hybrid),4
2015,Clinical Research in Cardiology,NLD,Open APC (Offsetting),6
2015,Clinical Reviews in Allergy & Immunology,NLD,Open APC (Offsetting),1
2015,Clinical Rheumatology,GBR,Open APC (Hybrid),2
2015,Clinical Rheumatology,NLD,Open APC (Offsetting),5
2015,Clinical Science,GBR,Open APC (Hybrid),3
2015,Clinics in Liver Disease,GBR,Open APC (Hybrid),1
2015,Cliometrica,NLD,Open APC (Offsetting),1
2015,CNS Drugs,NLD,Open APC (Offsetting),1
2015,CNS Neuroscience & Therapeutics,GBR,Open APC (Hybrid),1
2015,Cognition,AUT,Open APC (Hybrid),1
2015,Cognition,GBR,Open APC (Hybrid),9
2015,"Cognition, Technology & Work",GBR,Open APC (Offsetting),1
2015,"Cognition, Technology & Work",NLD,Open APC (Offsetting),3
2015,Cognitive Computation,GBR,Open APC (Hybrid),1
2015,Cognitive Computation,GBR,Open APC (Offsetting),1
2015,Cognitive Neurodynamics,NLD,Open APC (Offsetting),1
2015,Cognitive Neurodynamics,SWE,Open APC (Hybrid),1
2015,Cognitive Therapy and Research,GBR,Open APC (Offsetting),1
2015,Cognitive Therapy and Research,NLD,Open APC (Offsetting),3
2015,"Cognitive, Affective, & Behavioral Neuroscience",GBR,Open APC (Hybrid),1
2015,"Cognitive, Affective, & Behavioral Neuroscience",GBR,Open APC (Offsetting),1
2015,"Cognitive, Affective, & Behavioral Neuroscience",NLD,Open APC (Offsetting),3
2015,Cold Regions Science and Technology,CHE,Open APC (Hybrid),1
2015,Colloids and Surfaces A: Physicochemical and Engineering Aspects,GBR,Open APC (Hybrid),2
2015,Colloids and Surfaces B: Biointerfaces,AUT,Open APC (Hybrid),1
2015,Colloids and Surfaces B: Biointerfaces,GBR,Open APC (Hybrid),2
2015,Combustion and Flame,GBR,Open APC (Hybrid),1
2015,Communications in Mathematical Physics,GBR,Open APC (Hybrid),1
2015,Communications in Mathematical Physics,GBR,Open APC (Offsetting),1
2015,Communications in Mathematical Physics,NLD,Open APC (Offsetting),3
2015,Community Mental Health Journal,NLD,Open APC (Offsetting),1
2015,Comparative Biochemistry and Physiology Part B: Biochemistry and Molecular Biology,AUT,Open APC (Hybrid),1
2015,Composite Structures,AUT,Open APC (Hybrid),1
2015,Composite Structures,GBR,Open APC (Hybrid),2
2015,Composites Part A: Applied Science and Manufacturing,GBR,Open APC (Hybrid),9
2015,Composites Part B: Engineering,GBR,Open APC (Hybrid),1
2015,Composites Science and Technology,GBR,Open APC (Hybrid),3
2015,Composites Science and Technology,SWE,Open APC (Hybrid),1
2015,Computational and Mathematical Organization Theory,GBR,Open APC (Offsetting),1
2015,Computational and Mathematical Organization Theory,NLD,Open APC (Offsetting),1
2015,Computational Geometry,AUT,Open APC (Hybrid),1
2015,Computational Geosciences,NLD,Open APC (Offsetting),4
2015,Computational Materials Science,GBR,Open APC (Hybrid),1
2015,Computational Mechanics,GBR,Open APC (Offsetting),1
2015,Computational Mechanics,NLD,Open APC (Offsetting),2
2015,Computational Particle Mechanics,NLD,Open APC (Offsetting),4
2015,Computer Aided Geometric Design,GBR,Open APC (Hybrid),1
2015,Computer Communications,GBR,Open APC (Hybrid),1
2015,Computer Graphics Forum,GBR,Open APC (Hybrid),1
2015,Computer Methods in Applied Mechanics and Engineering,AUT,Open APC (Hybrid),1
2015,Computer Methods in Applied Mechanics and Engineering,GBR,Open APC (Hybrid),2
2015,Computer Physics Communications,GBR,Open APC (Hybrid),1
2015,Computer Supported Cooperative Work (CSCW),NLD,Open APC (Offsetting),2
2015,Computer Vision and Image Understanding,GBR,Open APC (Hybrid),2
2015,Computer-Aided Design,GBR,Open APC (Hybrid),1
2015,Computers & Fluids,GBR,Open APC (Hybrid),3
2015,Computers & Geosciences,AUT,Open APC (Hybrid),1
2015,Computers & Mathematics with Applications,AUT,Open APC (Hybrid),1
2015,Computers & Security,GBR,Open APC (Hybrid),1
2015,Computers & Structures,AUT,Open APC (Hybrid),1
2015,Computers & Structures,GBR,Open APC (Hybrid),1
2015,Computers and Geotechnics,GBR,Open APC (Hybrid),1
2015,Computers in Human Behavior,GBR,Open APC (Hybrid),2
2015,"Computers, Environment and Urban Systems",GBR,Open APC (Hybrid),1
2015,Computing,NLD,Open APC (Offsetting),2
2015,Computing and Visualization in Science,DEU,Open APC (Offsetting),1
2015,Consciousness and Cognition,GBR,Open APC (Hybrid),3
2015,Conservation Biology,GBR,Open APC (Hybrid),1
2015,Conservation Genetics,NLD,Open APC (Offsetting),1
2015,Construction and Building Materials,GBR,Open APC (Hybrid),5
2015,Contemporary Islam,NLD,Open APC (Offsetting),1
2015,Continuum Mechanics and Thermodynamics,NLD,Open APC (Offsetting),1
2015,Contributions to Mineralogy and Petrology,AUT,Open APC (Hybrid),1
2015,Contributions to Mineralogy and Petrology,GBR,Open APC (Hybrid),2
2015,Contributions to Mineralogy and Petrology,GBR,Open APC (Offsetting),1
2015,Coordination Chemistry Reviews,AUT,Open APC (Hybrid),1
2015,Coral Reefs,GBR,Open APC (Hybrid),1
2015,Corrosion Science,GBR,Open APC (Hybrid),2
2015,Cortex,GBR,Open APC (Hybrid),11
2015,"Crime, Law and Social Change",NLD,Open APC (Offsetting),4
2015,Criminal Law and Philosophy,GBR,Open APC (Offsetting),1
2015,Criminal Law Forum,GBR,Open APC (Offsetting),1
2015,Criminal Law Forum,NLD,Open APC (Offsetting),3
2015,Critical Criminology,GBR,Open APC (Offsetting),3
2015,Critical Perspectives on Accounting,GBR,Open APC (Hybrid),1
2015,Cryptography and Communications,GBR,Open APC (Offsetting),1
2015,Crystal Growth & Design,AUT,Open APC (Hybrid),6
2015,Crystal Growth & Design,GBR,Open APC (Hybrid),5
2015,CrystEngComm,GBR,Open APC (Hybrid),7
2015,"Culture, Medicine, and Psychiatry",AUT,Open APC (Hybrid),1
2015,"Culture, Medicine, and Psychiatry",NLD,Open APC (Offsetting),2
2015,Current Addiction Reports,NLD,Open APC (Offsetting),1
2015,Current Allergy and Asthma Reports,AUT,Open APC (Hybrid),1
2015,Current Behavioral Neuroscience Reports,GBR,Open APC (Hybrid),1
2015,Current Behavioral Neuroscience Reports,NLD,Open APC (Offsetting),1
2015,Current Biology,AUT,Open APC (Hybrid),2
2015,Current Biology,GBR,Open APC (Hybrid),42
2015,Current Breast Cancer Reports,NLD,Open APC (Offsetting),1
2015,Current Cardiology Reports,GBR,Open APC (Hybrid),1
2015,Current Cardiology Reports,NLD,Open APC (Offsetting),3
2015,Current Cardiovascular Imaging Reports,NLD,Open APC (Offsetting),1
2015,Current Cardiovascular Risk Reports,NLD,Open APC (Offsetting),1
2015,Current Colorectal Cancer Reports,NLD,Open APC (Offsetting),2
2015,Current Developmental Disorders Reports,NLD,Open APC (Offsetting),2
2015,Current Diabetes Reports,GBR,Open APC (Hybrid),1
2015,Current Fungal Infection Reports,NLD,Open APC (Offsetting),2
2015,Current Gastroenterology Reports,GBR,Open APC (Offsetting),1
2015,Current Gastroenterology Reports,NLD,Open APC (Offsetting),1
2015,Current Genetic Medicine Reports,GBR,Open APC (Hybrid),1
2015,Current Genetics,AUT,Open APC (Hybrid),1
2015,Current Genetics,DEU,Open APC (Offsetting),1
2015,Current Heart Failure Reports,NLD,Open APC (Offsetting),1
2015,Current Hypertension Reports,NLD,Open APC (Offsetting),1
2015,Current Infectious Disease Reports,NLD,Open APC (Offsetting),1
2015,Current Neurology and Neuroscience Reports,NLD,Open APC (Offsetting),1
2015,Current Obesity Reports,NLD,Open APC (Offsetting),2
2015,Current Opinion in Behavioral Sciences,GBR,Open APC (Hybrid),1
2015,Current Opinion in Biotechnology,GBR,Open APC (Hybrid),3
2015,Current Opinion in Cell Biology,GBR,Open APC (Hybrid),4
2015,Current Opinion in Chemical Biology,GBR,Open APC (Hybrid),3
2015,Current Opinion in Chemical Engineering,GBR,Open APC (Hybrid),1
2015,Current Opinion in Genetics & Development,GBR,Open APC (Hybrid),2
2015,Current Opinion in Immunology,GBR,Open APC (Hybrid),3
2015,Current Opinion in Microbiology,AUT,Open APC (Hybrid),1
2015,Current Opinion in Neurobiology,GBR,Open APC (Hybrid),2
2015,Current Opinion in Pharmacology,GBR,Open APC (Hybrid),2
2015,Current Opinion in Plant Biology,AUT,Open APC (Hybrid),1
2015,Current Opinion in Plant Biology,GBR,Open APC (Hybrid),2
2015,Current Opinion in Structural Biology,GBR,Open APC (Hybrid),2
2015,Current Oral Health Reports,NLD,Open APC (Offsetting),3
2015,Current Osteoporosis Reports,NLD,Open APC (Offsetting),4
2015,Current Pain and Headache Reports,NLD,Open APC (Offsetting),1
2015,Current Psychiatry Reports,GBR,Open APC (Hybrid),1
2015,Current Psychiatry Reports,NLD,Open APC (Offsetting),2
2015,Current Radiology Reports,AUT,Open APC (Hybrid),1
2015,Current Radiology Reports,NLD,Open APC (Offsetting),1
2015,Current Rheumatology Reports,GBR,Open APC (Hybrid),1
2015,Current Rheumatology Reports,NLD,Open APC (Offsetting),3
2015,Current Treatment Options in Gastroenterology,NLD,Open APC (Offsetting),1
2015,Current Tropical Medicine Reports,AUT,Open APC (Hybrid),1
2015,Cytokine,GBR,Open APC (Hybrid),1
2015,Cytokine & Growth Factor Reviews,GBR,Open APC (Hybrid),1
2015,Cytometry Part A,GBR,Open APC (Hybrid),3
2015,Cytotechnology,NLD,Open APC (Offsetting),1
2015,Cytotherapy,GBR,Open APC (Hybrid),2
2015,Dairy Science & Technology,GBR,Open APC (Hybrid),1
2015,Dalton Transactions,AUT,Open APC (Hybrid),1
2015,Dalton Transactions,GBR,Open APC (Hybrid),15
2015,Data Mining and Knowledge Discovery,GBR,Open APC (Hybrid),1
2015,De Economist,NLD,Open APC (Offsetting),4
2015,Demography,NLD,Open APC (Offsetting),3
2015,Dendrochronologia,AUT,Open APC (Hybrid),1
2015,Depression and Anxiety,GBR,Open APC (Hybrid),1
2015,Der Chirurg,NLD,Open APC (Offsetting),1
2015,Design Studies,GBR,Open APC (Hybrid),1
2015,"Designs, Codes and Cryptography",GBR,Open APC (Offsetting),1
2015,"Designs, Codes and Cryptography",NLD,Open APC (Offsetting),4
2015,Development,AUT,Open APC (Hybrid),1
2015,Development,GBR,Open APC (Hybrid),13
2015,Developmental & Comparative Immunology,GBR,Open APC (Hybrid),1
2015,Developmental Biology,AUT,Open APC (Hybrid),2
2015,Developmental Biology,CHE,Open APC (Hybrid),1
2015,Developmental Biology,DEU,Open APC (Hybrid),1
2015,Developmental Biology,GBR,Open APC (Hybrid),7
2015,Developmental Cell,AUT,Open APC (Hybrid),1
2015,Developmental Cell,GBR,Open APC (Hybrid),9
2015,Developmental Dynamics,GBR,Open APC (Hybrid),1
2015,Developmental Neuroscience,GBR,Open APC (Hybrid),1
2015,Developmental Psychology,GBR,Open APC (Hybrid),2
2015,Diabetes Research and Clinical Practice,GBR,Open APC (Hybrid),1
2015,"Diabetes, Obesity and Metabolism",GBR,Open APC (Hybrid),2
2015,Diabetic Medicine,GBR,Open APC (Hybrid),3
2015,Diabetologia,GBR,Open APC (Hybrid),13
2015,Diabetologia,GBR,Open APC (Offsetting),8
2015,Diabetologia,NLD,Open APC (Offsetting),11
2015,Diamond and Related Materials,GBR,Open APC (Hybrid),1
2015,Digestive Diseases and Sciences,GBR,Open APC (Hybrid),1
2015,Digestive Diseases and Sciences,NLD,Open APC (Offsetting),1
2015,Digital Experiences in Mathematics Education,NLD,Open APC (Offsetting),1
2015,Digital Signal Processing,GBR,Open APC (Hybrid),1
2015,Discrete & Computational Geometry,NLD,Open APC (Offsetting),1
2015,Discrete Applied Mathematics,GBR,Open APC (Hybrid),1
2015,Discrete Mathematics,GBR,Open APC (Hybrid),1
2015,Distributed Computing,GBR,Open APC (Offsetting),1
2015,Diversity and Distributions,SWE,Open APC (Hybrid),1
2015,DNA Repair,AUT,Open APC (Hybrid),2
2015,DNA Repair,GBR,Open APC (Hybrid),2
2015,Drug and Alcohol Dependence,GBR,Open APC (Hybrid),4
2015,Drug Delivery and Translational Research,GBR,Open APC (Hybrid),1
2015,Drug Discovery Today,AUT,Open APC (Hybrid),1
2015,Drug Discovery Today,GBR,Open APC (Hybrid),1
2015,Drug Discovery Today: Technologies,GBR,Open APC (Hybrid),2
2015,Drug Safety,NLD,Open APC (Offsetting),9
2015,Drugs,NLD,Open APC (Offsetting),3
2015,Drugs & Aging,NLD,Open APC (Offsetting),5
2015,Dynamic Games and Applications,AUT,Open APC (Hybrid),1
2015,Dynamic Games and Applications,GBR,Open APC (Offsetting),1
2015,Dynamic Games and Applications,NLD,Open APC (Offsetting),5
2015,Dysphagia,NLD,Open APC (Offsetting),1
2015,Earth and Planetary Science Letters,GBR,Open APC (Hybrid),15
2015,Earth Science Informatics,AUT,Open APC (Hybrid),1
2015,Earth-Science Reviews,AUT,Open APC (Hybrid),1
2015,Earth-Science Reviews,GBR,Open APC (Hybrid),2
2015,EcoHealth,GBR,Open APC (Hybrid),1
2015,EcoHealth,GBR,Open APC (Offsetting),1
2015,Ecohydrology,AUT,Open APC (Hybrid),1
2015,Ecological Complexity,SWE,Open APC (Hybrid),1
2015,Ecological Economics,AUT,Open APC (Hybrid),1
2015,Ecological Economics,GBR,Open APC (Hybrid),1
2015,Ecological Entomology,GBR,Open APC (Hybrid),1
2015,Ecological Entomology,SWE,Open APC (Hybrid),1
2015,Ecological Indicators,GBR,Open APC (Hybrid),2
2015,Ecological Modelling,AUT,Open APC (Hybrid),1
2015,Ecological Modelling,GBR,Open APC (Hybrid),2
2015,Ecology Letters,AUT,Open APC (Hybrid),2
2015,Ecology Letters,GBR,Open APC (Hybrid),4
2015,Economic Botany,NLD,Open APC (Offsetting),1
2015,Economic Theory,GBR,Open APC (Offsetting),1
2015,Economic Theory,NLD,Open APC (Offsetting),3
2015,Economic Theory Bulletin,GBR,Open APC (Hybrid),1
2015,Ecosystems,GBR,Open APC (Offsetting),2
2015,Ecosystems,NLD,Open APC (Offsetting),3
2015,Ecotoxicology,NLD,Open APC (Offsetting),1
2015,Education and Information Technologies,GBR,Open APC (Offsetting),1
2015,Education and Information Technologies,NLD,Open APC (Offsetting),4
2015,"Educational Assessment, Evaluation and Accountability",NLD,Open APC (Offsetting),1
2015,Educational Psychology Review,NLD,Open APC (Offsetting),5
2015,Educational Studies in Mathematics,GBR,Open APC (Offsetting),3
2015,Educational Studies in Mathematics,NLD,Open APC (Offsetting),2
2015,Educational Technology Research and Development,NLD,Open APC (Offsetting),1
2015,Electoral Studies,AUT,Open APC (Hybrid),1
2015,Electric Power Systems Research,GBR,Open APC (Hybrid),2
2015,Electrocatalysis,AUT,Open APC (Hybrid),1
2015,Electrochimica Acta,GBR,Open APC (Hybrid),2
2015,Electronic Markets,NLD,Open APC (Offsetting),1
2015,Emotion,GBR,Open APC (Hybrid),1
2015,Empirical Economics,NLD,Open APC (Offsetting),2
2015,Empirical Software Engineering,NLD,Open APC (Offsetting),2
2015,Endocrine,GBR,Open APC (Offsetting),1
2015,Endocrine,NLD,Open APC (Offsetting),4
2015,Energy,GBR,Open APC (Hybrid),1
2015,Energy & Fuels,GBR,Open APC (Hybrid),2
2015,Energy and Buildings,GBR,Open APC (Hybrid),6
2015,Energy Efficiency,GBR,Open APC (Hybrid),1
2015,Energy Efficiency,GBR,Open APC (Offsetting),1
2015,Energy Efficiency,NLD,Open APC (Offsetting),1
2015,Energy Policy,GBR,Open APC (Hybrid),8
2015,Energy Technology,GBR,Open APC (Hybrid),1
2015,Engineering Geology,GBR,Open APC (Hybrid),1
2015,Engineering Structures,GBR,Open APC (Hybrid),2
2015,Environment International,GBR,Open APC (Hybrid),1
2015,"Environment, Development and Sustainability",NLD,Open APC (Offsetting),4
2015,Environmental and Resource Economics,NLD,Open APC (Offsetting),1
2015,Environmental Innovation and Societal Transitions,GBR,Open APC (Hybrid),1
2015,Environmental Management,NLD,Open APC (Offsetting),5
2015,Environmental Management,SWE,Open APC (Hybrid),1
2015,Environmental Microbiology,AUT,Open APC (Hybrid),3
2015,Environmental Microbiology,GBR,Open APC (Hybrid),9
2015,Environmental Microbiology Reports,AUT,Open APC (Hybrid),1
2015,Environmental Microbiology Reports,GBR,Open APC (Hybrid),1
2015,Environmental Modelling & Software,AUT,Open APC (Hybrid),2
2015,Environmental Modelling & Software,GBR,Open APC (Hybrid),3
2015,Environmental Monitoring and Assessment,GBR,Open APC (Hybrid),1
2015,Environmental Monitoring and Assessment,NLD,Open APC (Offsetting),1
2015,Environmental Monitoring and Assessment,SWE,Open APC (Hybrid),1
2015,Environmental Pollution,GBR,Open APC (Hybrid),3
2015,Environmental Research,GBR,Open APC (Hybrid),3
2015,Environmental Science & Technology,AUT,Open APC (Hybrid),5
2015,Environmental Science & Technology,GBR,Open APC (Hybrid),8
2015,Environmental Science & Technology,SWE,Open APC (Hybrid),1
2015,Environmental Science and Pollution Research,GBR,Open APC (Offsetting),3
2015,Environmental Science and Pollution Research,NLD,Open APC (Offsetting),2
2015,Enzyme and Microbial Technology,AUT,Open APC (Hybrid),1
2015,Enzyme and Microbial Technology,GBR,Open APC (Hybrid),1
2015,Epilepsia,AUT,Open APC (Hybrid),2
2015,Epilepsia,GBR,Open APC (Hybrid),1
2015,Epilepsy Research,AUT,Open APC (Hybrid),1
2015,Equine Veterinary Journal,SWE,Open APC (Hybrid),1
2015,ERA Forum,NLD,Open APC (Offsetting),2
2015,Erkenntnis,GBR,Open APC (Hybrid),1
2015,Erkenntnis,GBR,Open APC (Offsetting),2
2015,Erkenntnis,NLD,Open APC (Offsetting),3
2015,Ethical Theory and Moral Practice,GBR,Open APC (Offsetting),4
2015,Ethical Theory and Moral Practice,NLD,Open APC (Offsetting),6
2015,Ethics and Information Technology,NLD,Open APC (Offsetting),4
2015,Ethology,AUT,Open APC (Hybrid),1
2015,Euphytica,NLD,Open APC (Offsetting),7
2015,EURO Journal on Decision Processes,NLD,Open APC (Offsetting),1
2015,European Archives of Oto-Rhino-Laryngology,NLD,Open APC (Offsetting),10
2015,European Archives of Psychiatry and Clinical Neuroscience,NLD,Open APC (Offsetting),1
2015,European Biophysics Journal,DEU,Open APC (Offsetting),1
2015,European Biophysics Journal,GBR,Open APC (Hybrid),1
2015,European Biophysics Journal,NLD,Open APC (Offsetting),2
