dois,license,journal_title,publisher,issued,issn_type.x,issn,year_flipped,issn_type.y
10.1038/s41467-017-01785-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03390-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03066-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03357-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-018-02829-5,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03197-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00382-1,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-02930-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01552-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00101-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00555-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00085-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01645-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01350-5,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01926-1,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02775-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00995-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02511-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00282-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01390-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00365-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02563-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00782-3,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02813-5,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03061-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02446-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00234-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00895-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02769-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01606-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01369-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01646-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-02858-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00404-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-02893-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00143-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00296-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01589-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01335-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03285-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02445-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03139-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-018-02904-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01752-5,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03294-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00580-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01411-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00792-1,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00549-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-02878-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01726-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01417-3,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02652-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02579-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00306-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00174-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00703-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-02868-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02732-5,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01164-5,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01392-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01891-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00347-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00118-1,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01063-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00662-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03071-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-018-02915-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02508-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00162-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03078-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03041-1,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01111-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02477-1,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02709-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01431-5,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00588-3,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01955-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00343-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00384-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01923-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03020-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02367-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02755-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02480-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00955-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02765-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01556-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00556-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01677-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01624-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00021-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00329-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02230-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01482-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00979-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01518-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00062-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02290-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01486-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01000-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02627-5,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03082-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03024-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02794-5,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00880-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00049-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02613-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01796-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01857-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01848-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-02891-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02351-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00800-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03265-1,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02096-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00649-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00988-5,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01041-1,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00152-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01026-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01344-3,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01954-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01269-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01157-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00568-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01497-1,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02619-5,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01584-3,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02513-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01474-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-02951-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01878-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01018-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02435-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02117-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02606-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01218-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01928-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01435-1,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00597-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01289-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02688-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02028-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01231-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-02923-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00812-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02759-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00643-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02101-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01117-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02677-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01316-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02746-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01197-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03242-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01577-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00843-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02089-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01694-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01849-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00856-2,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01494-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02597-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01475-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01135-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01128-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02530-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02119-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02270-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02150-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-02861-5,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00156-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02310-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03029-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02642-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00769-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01097-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00760-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00172-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02145-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-02922-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01807-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02315-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01297-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01824-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02542-9,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02312-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02274-w,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02287-5,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00452-4,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00932-7,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02354-x,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02798-1,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-00739-6,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01527-y,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
10.1038/s41467-018-03034-0,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-02352-z,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2018,issn_1,2041-1723,2015,issn
10.1038/s41467-017-01806-8,http://creativecommons.org/licenses/by/4.0,Nature Communications,Springer Nature,2017,issn_1,2041-1723,2015,issn
